ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.7767,2.0458,9.783,-1.3664,2.3689,9.4176,-0.4322,-0.3349,-0.2438,-0.059,0.5049,0.7161,9.1,19.94,-10.25,-42.62,274.57,-14.14,5.74,2.0,,,,NaN,,,,0 / 0,16,2020-12-03 18:37:43:459
-2.139,2.0249,9.2032,-2.1063,2.2908,9.2997,-0.2322,-0.5125,0.4364,0.0107,1.0074,0.6261,9.1,21.63,-10.87,-41.81,271.3,-14.05,10.33,2.0,,,,NaN,,,,0 / 0,116,2020-12-03 18:37:43:559
-3.0378,2.3733,8.8871,-2.7166,2.4259,9.1052,-0.3519,-0.0978,-0.7759,0.0107,1.0074,0.6261,9.1,25.38,-12.31,-39.5,264.59,-13.51,12.76,2.0,,,,NaN,,,,0 / 0,217,2020-12-03 18:37:43:660
-2.5658,2.0652,9.4708,-2.7166,2.4259,9.1052,0.17,-0.2439,0.5378,-0.413,0.0338,0.6181,11.3,25.75,-13.0,-38.87,263.73,-14.32,16.61,2.0,,,,NaN,,,,0 / 0,316,2020-12-03 18:37:43:759
-2.5658,2.0652,9.4708,-2.8546,2.4317,9.0613,0.1383,-0.2954,0.4692,-0.0974,0.1668,0.442,11.3,25.94,-14.44,-38.25,257.63,-13.91,16.93,2.0,,,,NaN,,,,0 / 0,416,2020-12-03 18:37:43:859
-2.4328,1.9511,8.9538,-2.8546,2.4317,9.0613,-0.053,-0.4626,1.3871,0.5382,0.606,0.2913,11.3,27.25,-15.81,-35.75,251.58,-14.36,17.49,2.0,,,,NaN,,,,0 / 0,516,2020-12-03 18:37:43:959
-3.4223,2.5811,8.8786,-3.2115,2.7493,8.8485,0.3695,-0.3767,0.305,0.5382,0.606,0.2913,11.3,27.25,-15.81,-35.75,251.58,-14.36,17.49,2.0,,,,NaN,,,,0 / 0,617,2020-12-03 18:37:44:060
-3.6708,2.3046,7.281,-3.2115,2.7493,8.8485,-0.4634,-0.3634,-1.2417,0.2247,0.0907,-0.0755,11.6,27.56,-15.5,-35.87,260.96,-16.28,19.95,2.0,,,,NaN,,,,0 / 0,716,2020-12-03 18:37:44:159
-3.6708,2.3046,7.281,-3.2296,2.8158,8.821,-0.9912,-1.0385,-1.0211,-0.4295,0.4543,-0.0329,11.6,27.75,-15.19,-36.44,262.24,-16.69,20.11,2.0,,,,NaN,,,,0 / 0,817,2020-12-03 18:37:44:260
-4.3762,1.531,7.7327,-5.7658,2.33,7.5826,1.0714,-0.6145,-0.5845,-0.4045,1.7904,-0.4838,11.6,36.06,-14.5,-28.94,262.87,-15.32,23.28,2.0,,,,NaN,,,,0 / 0,917,2020-12-03 18:37:44:360
-4.9189,1.4023,5.5305,-7.2167,1.5498,6.4565,1.6249,-1.0714,-1.9982,-1.0444,2.2041,-0.4199,13.7,41.75,-10.31,-20.81,270.82,-13.74,37.25,2.0,,,,NaN,,,,0 / 0,1017,2020-12-03 18:37:44:460
-6.4989,-1.6603,4.0286,-8.5122,0.1015,4.8683,2.2652,-2.3135,-2.0024,-1.0444,2.2041,-0.4199,13.7,47.25,-2.75,-10.75,279.16,-9.09,48.18,2.0,,,,NaN,,,,0 / 0,1117,2020-12-03 18:37:44:560
-6.4989,-1.6603,4.0286,-8.5122,0.1015,4.8683,0.7851,-3.0291,2.1401,-0.4982,2.0295,-1.3983,13.7,47.25,-2.75,-10.75,279.16,-9.09,48.18,2.0,,,,NaN,,,,0 / 0,1217,2020-12-03 18:37:44:660
-9.3005,-4.648,5.5477,-9.1479,-1.5926,3.1543,-3.1268,-1.762,1.6845,0.6474,-0.5848,-2.6258,13.7,47.88,8.56,-2.5,275.83,9.35,70.98,2.0,,,,NaN,,,,0 / 0,1317,2020-12-03 18:37:44:760
-24.49,-2.4989,5.9402,-8.1377,-4.3112,3.3706,-4.9302,0.5658,-2.0171,-1.7263,-3.2006,0.5734,33.7,42.81,21.75,-7.06,275.83,9.35,70.98,2.0,,,,NaN,,,,0 / 0,1416,2020-12-03 18:37:44:859
-6.2544,-4.9096,8.354,-7.0909,-4.7954,4.7846,-0.6004,0.1204,2.1723,-1.7263,-3.2006,0.5734,33.7,37.81,20.38,-20.5,233.75,29.27,55.99,2.0,,,,NaN,,,,0 / 0,1520,2020-12-03 18:37:44:963
-5.4101,-4.5954,9.0961,-5.2627,-4.9973,6.5954,0.4907,0.1577,1.3995,0.3264,-1.6755,1.4246,33.7,34.38,16.13,-30.06,221.18,30.64,38.59,2.0,,,,NaN,,,,0 / 0,1617,2020-12-03 18:37:45:060
-5.4101,-4.5954,9.0961,-4.8217,-4.1797,7.4465,-0.2925,-0.3677,-0.644,0.5995,-1.5999,1.8249,28.0,29.75,7.31,-36.12,202.59,25.23,32.92,2.0,,,,NaN,,,,0 / 0,1716,2020-12-03 18:37:45:159
-2.9929,-3.8771,9.0267,-4.1756,-2.9183,8.3795,1.1161,-0.2053,-2.106,0.5265,-0.9739,0.9822,28.0,29.75,7.31,-36.12,202.59,25.23,32.92,2.0,,,,NaN,,,,0 / 0,1816,2020-12-03 18:37:45:259
-2.0758,-2.1273,8.0759,-3.5812,-1.7488,8.9602,0.2861,0.25,-1.4841,0.5265,-0.9739,0.9822,28.0,25.06,0.0,-40.44,197.98,17.31,26.49,2.0,,,,NaN,,,,0 / 0,1917,2020-12-03 18:37:45:360
-3.1034,-1.3773,8.9869,-2.6916,-1.4858,9.3122,-0.0969,0.0085,-0.6566,0.5356,-0.1818,0.1465,28.0,21.13,-2.12,-42.31,223.49,8.71,16.12,2.0,,,,NaN,,,,0 / 0,2017,2020-12-03 18:37:45:460
-3.1034,-1.3773,8.9869,-3.0162,-1.0907,9.2673,-0.1427,-0.1336,-1.2566,0.262,0.5065,-0.2948,13.8,23.38,-4.0,-41.62,223.93,6.39,18.03,2.0,,,,NaN,,,,0 / 0,2116,2020-12-03 18:37:45:559
-2.9257,-1.7533,5.6298,-3.6574,-0.7534,9.0678,1.12,-1.475,-2.4666,-0.0931,2.9392,-1.3323,13.8,32.44,-3.69,-34.62,245.95,4.41,21.97,2.0,,,,NaN,,,,0 / 0,2216,2020-12-03 18:37:45:659
-4.4904,-3.4841,6.7929,-5.7878,-1.0819,7.8422,0.8739,-1.1723,0.1911,-0.0931,2.9392,-1.3323,13.8,43.25,7.13,-20.81,275.87,6.33,36.43,2.0,,,,NaN,,,,0 / 0,2317,2020-12-03 18:37:45:760
-8.5535,-4.8261,4.0035,-7.437,-2.6575,5.8136,-0.5924,-0.8094,-0.8432,1.0328,2.8364,-2.0057,26.3,43.25,7.13,-20.81,275.87,6.33,36.43,2.0,,,,NaN,,,,0 / 0,2417,2020-12-03 18:37:45:860
-8.5535,-4.8261,4.0035,-8.211,-3.5626,4.0069,-6.9049,-4.8042,2.7198,-0.4433,0.1615,-2.6136,26.3,44.94,17.5,-4.5,275.1,21.3,63.99,2.0,,,,NaN,,,,0 / 0,2517,2020-12-03 18:37:45:960
-13.8144,-7.863,4.9876,-7.3618,-5.6271,3.2107,-2.2536,-1.8991,-3.9931,-0.1628,-0.2846,-0.0382,26.3,41.0,25.06,-3.87,261.03,35.02,66.44,2.0,,,,NaN,,,,0 / 0,2616,2020-12-03 18:37:46:059
-5.2353,-7.9298,6.6192,-7.1884,-5.6225,3.5894,1.1629,0.1064,1.8373,-0.1628,-0.2846,-0.0382,26.3,41.0,25.06,-3.87,261.03,35.02,66.44,0.0,,,,NaN,,,,0 / 0,2716,2020-12-03 18:37:46:159
-5.2353,-7.9298,6.6192,-5.3298,-6.6246,4.8863,1.1629,0.1064,1.8373,-1.0544,-1.8528,-0.9623,2.3,34.88,30.19,-14.87,321.49,34.98,63.47,0.0,,,,NaN,,,,0 / 0,2822,2020-12-03 18:37:46:265
-6.5471,-5.8089,3.9808,-4.5736,-7.1172,4.9595,-1.337,0.9499,0.5743,-0.3123,-3.1927,-1.0198,2.3,32.5,32.69,-17.69,321.49,34.98,63.47,0.0,,,,NaN,,,,0 / 0,2916,2020-12-03 18:37:46:359
-2.386,-5.5387,7.4316,-3.2337,-7.3476,5.6324,0.8948,1.8314,1.6917,0.5724,1.3214,1.2947,2.3,27.81,33.25,-23.06,254.6,48.53,29.86,0.0,,,,NaN,,,,0 / 0,3017,2020-12-03 18:37:46:460
-8.6973,-1.6488,4.5242,-4.6053,-6.7079,5.4739,1.6301,3.4935,-2.8413,0.5724,1.3214,1.2947,0.2,39.63,26.81,-11.31,261.12,43.16,40.07,0.0,,,,NaN,,,,0 / 0,3116,2020-12-03 18:37:46:559
-8.4088,-4.3842,9.1468,-7.7254,-5.3972,2.7123,-1.0482,1.7894,-0.9417,-1.4276,3.2799,2.2428,0.2,45.81,17.19,-1.75,233.01,33.39,70.65,0.0,,,,NaN,,,,0 / 0,3216,2020-12-03 18:37:46:659
-8.4088,-4.3842,9.1468,-8.1979,-4.3947,3.1064,-0.7199,-1.5126,3.0706,0.6347,-1.2247,0.591,0.2,45.81,17.19,-1.75,233.01,33.39,70.65,0.0,,,,NaN,,,,0 / 0,3317,2020-12-03 18:37:46:760
-11.5676,-10.4055,2.461,-8.4171,-4.0333,3.009,-3.4367,-5.9162,-1.1458,0.1572,-0.0775,0.8773,0.2,46.06,15.56,-3.37,248.01,26.62,69.25,0.0,,,,NaN,,,,0 / 0,3417,2020-12-03 18:37:46:860
-6.5822,0.1005,0.3972,-8.9262,-3.0018,2.7351,0.3929,4.5302,-3.5586,0.1572,-0.0775,0.8773,4.0,47.5,9.56,0.31,239.61,24.29,70.33,0.0,,,,NaN,,,,0 / 0,3517,2020-12-03 18:37:46:960
-9.449,-8.787,10.1845,-9.2204,-2.4697,2.248,1.6982,-2.9914,6.0298,-0.9405,-1.6825,-0.3252,4.0,46.94,9.06,-3.87,247.32,14.59,76.3,2.0,,,,NaN,,,,0 / 0,3617,2020-12-03 18:37:47:060
-9.449,-8.787,10.1845,-7.8172,-4.0848,4.2865,-4.4825,-4.277,-1.5906,3.6274,3.4076,-1.1428,4.0,45.25,16.88,-5.12,263.45,24.62,61.26,2.0,,,,NaN,,,,0 / 0,3716,2020-12-03 18:37:47:159
-11.5443,-6.8244,1.2411,-8.134,-4.1146,3.6161,-1.6223,-3.2301,-2.0683,-0.7185,-2.7886,-1.0236,20.6,41.19,22.5,-12.87,301.63,24.81,66.03,0.0,,,,NaN,,,,0 / 0,3817,2020-12-03 18:37:47:260
-4.4046,-6.0831,5.7679,-6.586,-4.9587,5.3108,2.1456,-1.0885,0.8396,-0.7185,-2.7886,-1.0236,20.6,41.19,22.5,-12.87,301.63,24.81,66.03,0.0,,,,NaN,,,,0 / 0,3916,2020-12-03 18:37:47:359
-3.1778,-2.3041,4.1873,-4.6578,-5.9635,6.2378,-0.5502,3.7787,0.41,-0.3171,-1.9582,-1.4468,20.6,33.63,27.63,-21.19,309.43,30.37,51.12,0.0,,,,NaN,,,,0 / 0,4016,2020-12-03 18:37:47:459
-3.1778,-2.3041,4.1873,-3.5516,-6.4922,6.4348,0.9581,3.6524,-4.268,-1.8576,-1.2507,-0.1447,20.6,28.63,30.81,-24.5,284.91,37.45,36.75,0.0,,,,NaN,,,,0 / 0,4116,2020-12-03 18:37:47:559
-2.6676,-7.1716,5.2398,-2.8524,-7.5817,5.5273,1.0098,0.0172,-1.2211,-0.1121,1.6962,-0.5504,6.4,26.38,36.19,-18.94,272.23,50.64,27.3,0.0,,,,NaN,,,,0 / 0,4216,2020-12-03 18:37:47:659
-6.478,-8.5848,4.3759,-3.7153,-7.5481,5.0389,-2.8681,0.3075,0.2724,-0.1121,1.6962,-0.5504,6.4,32.56,33.75,-11.94,267.64,50.33,36.4,0.0,,,,NaN,,,,0 / 0,4316,2020-12-03 18:37:47:759
-6.5618,-8.4039,3.2707,-4.7718,-7.5938,3.9665,1.2034,-1.7967,-0.0833,-0.8766,0.6608,-0.2464,6.4,32.38,36.13,-5.0,274.3,50.75,50.27,0.0,,,,NaN,,,,0 / 0,4416,2020-12-03 18:37:47:859
-5.1331,-6.5151,2.5309,-4.7364,-8.0427,3.0085,-1.4987,1.4524,0.5577,-0.192,0.7668,-0.783,4.9,32.38,36.13,-5.0,274.3,50.75,50.27,0.0,,,,NaN,,,,0 / 0,4516,2020-12-03 18:37:47:959
-5.1331,-6.5151,2.5309,-4.0437,-8.463,2.8626,-1.484,1.5384,-0.5952,-0.9436,-0.1015,-1.3579,4.9,28.75,39.19,-2.87,274.04,55.1,57.58,0.0,,,,NaN,,,,0 / 0,4616,2020-12-03 18:37:48:059
-2.791,-11.167,2.6689,-3.0427,-9.0671,2.1678,-1.2162,0.8687,-1.7068,-0.3357,-0.1323,0.7741,4.9,23.31,42.31,0.69,291.36,59.65,54.7,0.0,,,,NaN,,,,0 / 0,4716,2020-12-03 18:37:48:159
-4.1297,-9.0846,2.0229,-3.6994,-8.8727,1.9385,-0.5136,-0.8018,-0.3354,-0.3357,-0.1323,0.7741,4.9,26.88,40.06,2.88,257.59,64.79,62.35,0.0,,,,NaN,,,,0 / 0,4816,2020-12-03 18:37:48:259
-3.3718,-7.7104,1.4964,-4.1218,-8.7434,1.6532,0.4607,-0.8635,0.4272,-0.381,0.6576,-0.1442,0.0,27.38,39.88,5.88,261.85,63.07,68.14,0.0,,,,NaN,,,,0 / 0,4916,2020-12-03 18:37:48:359
-3.3718,-7.7104,1.4964,-3.7526,-9.0174,0.8794,0.4354,1.4597,-0.4053,-0.1696,-0.242,-0.1559,0.0,24.88,40.88,7.63,251.22,66.86,76.81,0.0,,,,NaN,,,,0 / 0,5016,2020-12-03 18:37:48:459
-3.8115,-8.3452,0.5215,-3.5931,-9.0907,0.7864,-0.0153,-0.5725,-0.6893,-0.1531,-0.308,-0.0675,0.0,24.88,40.88,7.63,251.22,66.86,76.81,0.0,,,,NaN,,,,0 / 0,5116,2020-12-03 18:37:48:559
-3.1803,-9.4512,0.0392,-3.5603,-9.1049,0.7707,1.3179,3.155,-0.1637,-0.1531,-0.308,-0.0675,0.0,24.69,40.63,8.0,246.67,67.97,77.65,0.0,,,,NaN,,,,0 / 0,5216,2020-12-03 18:37:48:659
-3.0154,-10.6703,0.6424,-3.0976,-9.2697,0.8046,-0.3099,-0.7533,0.0522,0.1018,-0.1148,-0.6685,0.0,22.81,40.88,6.88,249.98,68.19,77.79,0.0,,,,NaN,,,,0 / 0,5316,2020-12-03 18:37:48:759
-3.0154,-10.6703,0.6424,-2.4198,-9.4492,1.0135,0.3069,-0.7737,-0.441,0.2828,0.2185,-0.693,0.0,19.19,43.75,5.81,257.38,74.48,67.27,0.0,,,,NaN,,,,0 / 0,5416,2020-12-03 18:37:48:859
-2.8873,-11.3016,0.7323,-1.9875,-9.5439,1.0642,-0.3846,-2.5092,-0.5822,-0.0168,-0.3761,-0.544,0.0,19.5,42.94,5.94,252.95,76.71,61.83,0.0,,,,NaN,,,,0 / 0,5517,2020-12-03 18:37:48:960
-2.8493,-9.6454,1.4247,-1.8427,-9.5823,0.976,-2.1255,1.8836,0.0164,-0.0168,-0.3761,-0.544,0.0,17.31,43.69,6.19,258.99,77.72,62.09,0.0,,,,NaN,,,,0 / 0,5617,2020-12-03 18:37:49:060
-2.0857,-9.0134,1.5721,-1.6257,-9.6374,0.8047,-0.3793,-2.8464,-1.2614,-0.3176,-0.2691,-0.1213,0.0,17.31,43.69,6.19,258.99,77.72,62.09,0.0,,,,NaN,,,,0 / 0,5717,2020-12-03 18:37:49:160
-2.0857,-9.0134,1.5721,-1.599,-9.652,0.6717,-0.7009,-0.5178,0.0385,-0.5566,-0.5167,0.6734,0.0,17.31,43.19,5.94,251.18,79.34,63.67,0.0,,,,NaN,,,,0 / 0,5816,2020-12-03 18:37:49:259
-1.0822,-9.9738,0.9132,-1.8677,-9.6187,0.4023,0.7005,-0.3299,0.524,-0.0738,-0.0477,-0.1426,0.0,19.0,43.19,7.06,243.23,79.81,67.21,0.0,,,,NaN,,,,0 / 0,5917,2020-12-03 18:37:49:360
-0.7312,-9.2175,-0.0553,-1.762,-9.6407,0.3492,0.9797,0.2935,-0.525,-0.0738,-0.0477,-0.1426,0.0,18.5,42.5,6.88,229.22,79.45,78.79,0.0,,,,NaN,,,,0 / 0,6017,2020-12-03 18:37:49:460
-0.2921,-10.3136,0.7751,-1.6122,-9.6655,0.3845,0.9855,0.5867,-0.1862,0.1247,-0.0056,-0.2869,0.0,17.88,43.25,5.88,229.28,80.27,76.59,0.0,,,,NaN,,,,0 / 0,6116,2020-12-03 18:37:49:559
-0.2921,-10.3136,0.7751,-1.6448,-9.6485,0.6089,0.3535,-1.2181,0.2029,0.318,-0.4177,0.1406,0.0,18.81,42.81,4.19,230.68,79.7,69.69,0.0,,,,NaN,,,,0 / 0,6216,2020-12-03 18:37:49:659
-1.5179,-9.6417,0.1801,-1.7325,-9.6184,0.8086,0.2457,0.0298,-0.6291,-0.2686,-0.4954,0.2955,0.0,18.81,42.81,4.19,230.68,79.7,69.69,0.0,,,,NaN,,,,0 / 0,6316,2020-12-03 18:37:49:759
-1.0763,-7.8659,0.7281,-1.9456,-9.5877,0.6781,1.2895,0.0199,0.015,-0.2686,-0.4954,0.2955,0.0,20.0,42.69,4.69,240.6,78.76,64.98,0.0,,,,NaN,,,,0 / 0,6416,2020-12-03 18:37:49:859
-2.6968,-10.3241,0.6889,-2.0826,-9.5598,0.6653,0.1893,-1.3593,-0.1302,-0.0547,-0.6024,0.1752,0.0,22.38,42.0,3.94,227.21,77.87,70.79,0.0,,,,NaN,,,,0 / 0,6516,2020-12-03 18:37:49:959
-2.6968,-10.3241,0.6889,-2.1043,-9.5543,0.6749,0.2884,-0.9116,-0.036,-0.2372,-0.0567,-0.1335,0.0,23.0,41.69,4.25,225.4,76.98,72.22,0.0,,,,NaN,,,,0 / 0,6616,2020-12-03 18:37:50:059
-1.9,-9.7516,1.0815,-1.7598,-9.6365,0.4581,-0.0168,-0.0346,0.4532,-0.2186,0.0204,-0.3837,0.0,19.81,43.44,5.44,225.2,79.31,75.41,0.0,,,,NaN,,,,0 / 0,6716,2020-12-03 18:37:50:159
-0.7072,-8.8285,0.1943,-1.367,-9.7071,0.2687,0.5506,0.1275,0.0391,-0.2186,0.0204,-0.3837,0.0,18.31,43.94,7.38,226.26,81.83,78.88,0.0,,,,NaN,,,,0 / 0,6817,2020-12-03 18:37:50:260
-0.9768,-8.5325,0.7916,-1.1907,-9.734,0.0225,0.6239,0.1784,0.7921,-0.1681,-0.1946,-0.2113,0.0,18.31,43.94,7.38,226.26,81.83,78.88,0.0,,,,NaN,,,,0 / 0,6917,2020-12-03 18:37:50:360
-0.9768,-8.5325,0.7916,-1.0226,-9.7517,0.165,-0.0099,1.4426,-0.4494,0.3366,-0.201,-0.2368,0.0,17.31,44.13,7.0,212.71,83.02,88.92,0.0,,,,NaN,,,,0 / 0,7017,2020-12-03 18:37:50:460
-1.7803,-10.6221,-0.5753,-0.9002,-9.7455,0.6202,-0.7672,-0.7396,-0.9964,0.747,-0.1451,0.2588,0.0,16.75,44.88,3.38,206.32,83.94,80.83,0.0,,,,NaN,,,,0 / 0,7117,2020-12-03 18:37:50:560
-1.8803,-9.1156,1.1648,-1.1038,-9.657,1.3012,-0.0356,1.5769,-0.2589,0.747,-0.1451,0.2588,0.0,17.88,45.06,-0.19,255.16,79.98,40.31,0.0,,,,NaN,,,,0 / 0,7217,2020-12-03 18:37:50:660
-0.6234,-7.5881,1.7357,-1.238,-9.5178,2.012,-0.7607,-2.89,-2.7384,0.5505,-0.3703,0.1491,0.0,18.81,44.0,-3.12,263.97,76.06,31.6,0.0,,,,NaN,,,,0 / 0,7317,2020-12-03 18:37:50:760
-0.6234,-7.5881,1.7357,-1.2732,-9.5208,1.9752,0.4552,1.3512,0.8885,0.0081,-0.819,0.0267,0.0,18.44,44.13,-4.0,260.42,76.13,32.81,0.0,,,,NaN,,,,0 / 0,7416,2020-12-03 18:37:50:859
-2.2444,-9.2649,2.4271,-0.9789,-9.5584,1.9616,-1.3933,0.2955,0.5944,-0.2841,-0.0365,-0.3624,0.0,18.44,44.13,-4.0,260.42,76.13,32.81,0.0,,,,NaN,,,,0 / 0,7516,2020-12-03 18:37:50:959
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-2.8497,0.2704,0.2821,-0.2841,-0.0365,-0.3624,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7616,2020-12-03 18:37:51:059
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7893,2020-12-03 18:37:51:336
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7894,2020-12-03 18:37:51:337
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7894,2020-12-03 18:37:51:337
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7894,2020-12-03 18:37:51:337
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7894,2020-12-03 18:37:51:337
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7894,2020-12-03 18:37:51:337
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7895,2020-12-03 18:37:51:338
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7895,2020-12-03 18:37:51:338
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7895,2020-12-03 18:37:51:338
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7895,2020-12-03 18:37:51:338
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7895,2020-12-03 18:37:51:338
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7895,2020-12-03 18:37:51:338
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7895,2020-12-03 18:37:51:338
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7895,2020-12-03 18:37:51:338
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7896,2020-12-03 18:37:51:339
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7896,2020-12-03 18:37:51:339
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7896,2020-12-03 18:37:51:339
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7896,2020-12-03 18:37:51:339
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7896,2020-12-03 18:37:51:339
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7896,2020-12-03 18:37:51:339
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7896,2020-12-03 18:37:51:339
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7897,2020-12-03 18:37:51:340
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7897,2020-12-03 18:37:51:340
-3.1355,-9.5076,1.9339,-0.657,-9.6416,1.6666,-1.2911,-1.3904,-0.203,-0.3597,0.0896,0.0443,0.0,16.88,44.94,-2.75,270.18,77.08,26.52,0.0,,,,NaN,,,,0 / 0,7918,2020-12-03 18:37:51:361
