ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-6.1172,-11.1211,2.3846,-2.4295,-9.5006,-0.0696,2.9877,-0.7841,-0.2932,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6445,2020-12-03 18:33:42:849
-6.1172,-11.1211,2.3846,-2.4295,-9.5006,-0.0696,2.9877,-0.7841,-0.2932,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6445,2020-12-03 18:33:42:849
-6.1172,-11.1211,2.3846,-2.4295,-9.5006,-0.0696,2.9877,-0.7841,-0.2932,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6445,2020-12-03 18:33:42:849
-6.1172,-11.1211,2.3846,-2.4295,-9.5006,-0.0696,2.9877,-0.7841,-0.2932,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6445,2020-12-03 18:33:42:849
-6.1172,-11.1211,2.3846,-2.4295,-9.5006,-0.0696,2.9877,-0.7841,-0.2932,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6445,2020-12-03 18:33:42:849
-6.1172,-11.1211,2.3846,-2.4295,-9.5006,-0.0696,2.9877,-0.7841,-0.2932,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6445,2020-12-03 18:33:42:849
-6.1172,-11.1211,2.3846,-2.4295,-9.5006,-0.0696,2.9877,-0.7841,-0.2932,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6445,2020-12-03 18:33:42:849
-6.1172,-11.1211,2.3846,-2.4295,-9.5006,-0.0696,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6446,2020-12-03 18:33:42:850
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6447,2020-12-03 18:33:42:851
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6447,2020-12-03 18:33:42:851
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6447,2020-12-03 18:33:42:851
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6449,2020-12-03 18:33:42:853
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6449,2020-12-03 18:33:42:853
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6449,2020-12-03 18:33:42:853
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6449,2020-12-03 18:33:42:853
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6450,2020-12-03 18:33:42:854
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6451,2020-12-03 18:33:42:855
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6451,2020-12-03 18:33:42:855
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6451,2020-12-03 18:33:42:855
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6451,2020-12-03 18:33:42:855
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6451,2020-12-03 18:33:42:855
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6451,2020-12-03 18:33:42:855
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6452,2020-12-03 18:33:42:856
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6453,2020-12-03 18:33:42:857
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6453,2020-12-03 18:33:42:857
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6453,2020-12-03 18:33:42:857
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6453,2020-12-03 18:33:42:857
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6453,2020-12-03 18:33:42:857
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6453,2020-12-03 18:33:42:857
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6453,2020-12-03 18:33:42:857
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6453,2020-12-03 18:33:42:857
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6454,2020-12-03 18:33:42:858
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6455,2020-12-03 18:33:42:859
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6455,2020-12-03 18:33:42:859
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6455,2020-12-03 18:33:42:859
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6455,2020-12-03 18:33:42:859
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6455,2020-12-03 18:33:42:859
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6455,2020-12-03 18:33:42:859
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6455,2020-12-03 18:33:42:859
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6456,2020-12-03 18:33:42:860
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6456,2020-12-03 18:33:42:860
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6456,2020-12-03 18:33:42:860
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6456,2020-12-03 18:33:42:860
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6456,2020-12-03 18:33:42:860
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6456,2020-12-03 18:33:42:860
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6456,2020-12-03 18:33:42:860
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6457,2020-12-03 18:33:42:861
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6457,2020-12-03 18:33:42:861
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6457,2020-12-03 18:33:42:861
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6457,2020-12-03 18:33:42:861
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6457,2020-12-03 18:33:42:861
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6457,2020-12-03 18:33:42:861
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6457,2020-12-03 18:33:42:861
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6457,2020-12-03 18:33:42:861
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6458,2020-12-03 18:33:42:862
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6458,2020-12-03 18:33:42:862
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6458,2020-12-03 18:33:42:862
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6458,2020-12-03 18:33:42:862
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6458,2020-12-03 18:33:42:862
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6458,2020-12-03 18:33:42:862
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6458,2020-12-03 18:33:42:862
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6458,2020-12-03 18:33:42:862
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6459,2020-12-03 18:33:42:863
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6459,2020-12-03 18:33:42:863
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6459,2020-12-03 18:33:42:863
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6459,2020-12-03 18:33:42:863
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6459,2020-12-03 18:33:42:863
-6.1172,-11.1211,2.3846,-2.0433,-9.5908,-0.1009,-0.271,0.9806,-0.7816,-0.1654,-1.0825,-0.5373,0.0,28.63,42.31,3.0,203.02,75.24,81.86,0.0,,,,NaN,,,,0 / 0,6459,2020-12-03 18:33:42:863
