sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.1604;7.7551;-0.4765;0.3032;9.8019;0.0214;-0.885;-1.5919;-1.1036;-0.1399;-0.3817;-0.3766;0.0;14.28;-49.32;4.26;169.2;-88.22;-85.97;0.0;997.04;55.963;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;35048;2020-12-03 17:23:38:831
1.4725;8.3345;-2.1237;-0.2648;9.8029;0.0569;1.7372;-1.4684;-2.1806;0.51;-0.8136;-0.1896;0.0;12.0;-47.94;1.92;335.85;-88.42;77.88;0.0;997.0;54.23;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;35548;2020-12-03 17:23:39:331
-1.2474;11.5189;-3.2754;0.1413;9.6196;-1.9008;-1.3888;1.8993;-1.3746;-0.2639;-0.7879;0.3791;0.0;10.44;-49.74;0.18;136.33;-78.79;-175.75;0.0;997.04;50.13;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;36048;2020-12-03 17:23:39:831
-0.5076;10.1445;-0.2825;-0.5468;9.7913;0.0364;-1.5698;-0.0346;0.5694;0.2248;0.0972;0.3302;0.0;7.86;-49.26;-19.44;70.59;-86.8;86.19;0.0;996.98;58.185;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;36548;2020-12-03 17:23:40:331
0.2777;9.8931;-0.6512;-0.0915;9.7174;-1.3171;0.714;0.5158;0.515;0.5418;-0.7042;0.0932;0.0;4.74;-51.54;-15.48;160.64;-84.0;172.63;0.0;996.98;62.6;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;37049;2020-12-03 17:23:40:832
-0.407;10.0057;0.1628;-0.4755;9.7929;-0.2065;0.1475;-0.3667;0.5034;-0.5058;0.4772;-0.3943;0.0;3.6;-51.18;-23.76;109.97;-86.97;113.47;0.0;997.02;52.86;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;37548;2020-12-03 17:23:41:331
1.427;9.4167;-0.0718;-0.5525;9.7827;-0.4057;2.0297;0.2015;-2.0796;0.653;0.2206;0.1091;0.0;3.84;-49.92;-20.82;123.31;-85.99;126.29;0.0;996.98;61.222;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;38048;2020-12-03 17:23:41:831
0.9386;8.9618;-2.3033;0.1408;9.7593;-0.9523;0.7978;-0.7975;-1.351;-1.135;-0.2778;-0.0137;0.0;-1.98;-51.6;-18.3;191.56;-84.37;-171.59;0.0;997.02;53.411;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;38549;2020-12-03 17:23:42:332
-0.079;8.1142;0.1125;-0.5619;9.7836;0.3684;2.8413;-1.43;-2.4275;0.8717;-0.1031;-0.3796;0.0;1.2;-48.96;-29.64;60.49;-86.07;56.75;0.0;996.99;57.644;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;39048;2020-12-03 17:23:42:831
-1.4054;9.376;0.2897;0.2596;9.636;-1.8029;-1.3921;-0.3869;1.6976;0.2944;-0.9137;0.0828;0.0;-5.82;-50.1;-17.52;198.14;-79.3;-171.81;0.0;997.0;51.436;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;39548;2020-12-03 17:23:43:331
-1.3169;9.9195;0.5555;-0.4755;9.795;0.0375;-0.8413;0.1245;0.518;0.3213;0.2005;0.321;0.0;-9.6;-45.66;-22.5;97.13;-86.9;66.83;0.0;996.98;58.194;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;40049;2020-12-03 17:23:43:832
-0.0359;9.8165;-0.4166;0.0106;9.7415;-1.1286;-0.0465;0.0751;0.712;0.5314;-0.6358;0.2074;0.0;-12.0;-47.7;-12.0;214.95;-83.39;-179.46;0.0;996.99;63.449;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;40548;2020-12-03 17:23:44:331
0.1245;8.186;0.17;-0.3077;9.8008;-0.1416;-0.2741;-1.2221;-0.5863;-0.0764;-0.3346;-0.4651;0.0;-12.0;-46.5;-11.94;161.41;-88.02;114.71;0.0;996.99;47.452;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;41049;2020-12-03 17:23:44:832
-1.1493;7.4558;-0.3855;-0.7944;9.7742;-0.0639;0.5693;-1.8635;-1.3367;0.3011;-0.1447;0.0138;0.0;-12.18;-45.48;-10.02;139.71;-85.0;80.27;0.0;996.97;50.844;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;41548;2020-12-03 17:23:45:331
-1.9178;10.4366;-0.8452;-0.1188;9.6508;-1.7372;-0.9563;0.0053;1.5576;0.2211;-0.2846;-0.0766;0.0;-14.7;-43.92;3.9;252.2;-79.77;176.09;0.0;996.99;50.976;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;42049;2020-12-03 17:23:45:832
-1.8556;9.5771;1.688;-0.8266;9.7593;0.4924;-1.0673;-0.1798;1.2027;-0.0159;2.0068;0.1757;0.0;-11.16;-47.4;-8.76;125.22;-84.37;59.22;0.0;996.97;54.262;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;42548;2020-12-03 17:23:46:331
1.7023;9.7016;0.9194;0.1544;9.8038;-0.1807;1.2918;-0.0399;1.0283;0.3561;2.5761;0.1964;0.0;-10.2;-50.82;-15.18;250.49;-88.61;-139.49;0.0;996.98;62.047;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;43048;2020-12-03 17:23:46:831
0.1197;10.0703;-2.1189;0.5971;9.7872;-0.1522;-0.4774;0.2831;-1.9668;-0.559;1.5529;-0.6686;0.0;1.32;-52.08;-10.26;234.65;-86.4;-104.3;0.0;997.01;47.27;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;43549;2020-12-03 17:23:47:332
-0.6728;9.285;1.336;-0.9818;9.7173;0.883;0.3353;-0.3677;0.4697;0.2211;1.096;0.2013;0.0;11.34;-47.22;-7.62;348.75;-82.26;48.03;0.0;997.01;53.497;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;44048;2020-12-03 17:23:47:831
0.4238;9.1054;-0.4022;0.0098;9.7856;-0.6416;0.1123;-0.6132;0.6392;0.4813;0.2567;0.1641;0.0;5.16;-46.32;3.0;56.18;-87.22;158.58;0.0;997.0;63.687;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;44548;2020-12-03 17:23:48:331
-0.4812;8.7391;-1.2163;-0.1579;9.8051;-0.0688;-1.4127;-0.2903;-0.5801;-0.5382;0.7411;-0.3955;0.0;2.1;-42.78;4.56;309.08;-88.99;113.53;0.0;997.02;55.617;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;45048;2020-12-03 17:23:48:831
-0.2251;7.9203;-1.4174;-0.7833;9.7692;0.3457;-0.4832;-1.8154;-1.258;0.8613;0.4442;-0.0778;0.0;3.72;-45.3;3.36;251.13;-84.99;66.18;0.0;996.98;56.174;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;45548;2020-12-03 17:23:49:331
2.6002;10.5204;-3.2059;0.1779;9.6883;-1.5084;0.526;2.5177;-2.0255;-0.8296;0.3929;-0.0742;0.0;3.12;-42.54;17.04;28.64;-79.19;-174.8;0.0;997.0;53.798;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;46048;2020-12-03 17:23:49:831
-1.6568;9.6561;2.411;-0.2039;9.7966;0.3935;-1.4529;-0.1405;2.0176;-0.4777;0.363;0.0956;0.0;-2.94;-44.58;14.34;193.43;-87.41;27.4;0.0;996.98;57.279;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;46549;2020-12-03 17:23:50:332
-1.3647;9.2515;-0.5148;0.3966;9.6416;-1.7473;-0.4685;-0.1315;1.3235;0.4746;-0.7598;0.1732;0.0;-5.28;-42.3;26.94;3.27;-79.47;-167.21;0.0;996.97;63.44;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;47049;2020-12-03 17:23:50:832
-1.6951;8.7702;1.2235;-0.4074;9.7932;0.3122;-1.2567;-1.0373;0.8778;0.339;0.6049;0.2881;0.0;-1.38;-51.84;13.62;224.03;-87.11;55.54;0.0;996.96;58.863;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;47548;2020-12-03 17:23:51:331
-0.079;10.6665;-1.0295;-0.0435;9.7519;-1.0341;0.2135;0.8404;0.1865;0.5284;-0.3273;0.1292;0.0;-7.74;-47.28;22.02;331.7;-83.94;177.59;0.0;997.01;61.227;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;48048;2020-12-03 17:23:51:831
-1.6209;8.5883;-1.1876;0.2252;9.7908;-0.5089;-1.9035;1.977;-0.796;-0.8455;0.1284;-0.2855;0.0;-6.96;-48.84;14.94;358.61;-86.75;-156.13;0.0;997.04;54.789;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;48548;2020-12-03 17:23:52:331
1.3312;9.625;-1.8292;-0.4554;9.794;-0.1995;2.9191;0.463;-0.3847;0.532;0.1076;-0.084;0.0;-8.04;-45.54;14.1;255.86;-87.09;113.66;0.0;996.99;58.929;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;49048;2020-12-03 17:23:52:831
1.4533;6.8237;-2.3775;0.3381;9.7545;-0.952;1.1152;-2.9308;-1.4255;-1.0794;-1.0481;0.0883;0.0;-4.62;-42.48;20.7;7.75;-84.09;-160.45;0.0;997.01;52.694;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;49548;2020-12-03 17:23:53:331
-2.5595;10.3504;1.6353;-0.6391;9.7747;0.4657;-1.1231;0.3483;0.3292;-0.1173;-0.0781;0.0211;0.0;-2.82;-46.26;14.94;214.75;-85.38;53.92;0.0;997.0;54.92;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;50048;2020-12-03 17:23:53:831
0.3974;9.546;-0.3567;0.1191;9.6787;-1.5741;0.6112;-0.4057;1.0187;0.4233;0.1492;0.0382;0.0;-9.78;-39.06;25.8;338.23;-80.74;-175.67;0.0;996.99;61.806;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;50548;2020-12-03 17:23:54:331
-0.4358;9.8955;0.3544;-0.752;9.7767;-0.1439;0.187;-0.3504;0.5031;-0.9738;2.1198;-0.1304;0.0;-18.3;-50.34;10.98;216.08;-85.52;100.83;0.0;997.01;50.719;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;51048;2020-12-03 17:23:54:831
0.5507;9.2419;-0.0263;-0.6928;9.7612;0.6389;-0.0854;-1.0676;-0.1936;0.5943;2.2102;0.1622;0.0;-10.98;-49.02;-23.34;83.53;-84.49;47.32;0.0;997.03;53.286;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;51548;2020-12-03 17:23:55:331
1.8723;10.056;-0.079;0.6558;9.7803;-0.2944;1.0106;0.0913;0.3135;0.4196;1.644;-0.1353;0.0;-6.24;-44.82;-13.14;257.6;-85.8;-114.17;0.0;996.99;54.7;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;52049;2020-12-03 17:23:55:832
0.3328;10.0368;0.6034;-0.9839;9.7237;0.8078;1.3981;0.4041;-0.1566;-0.6134;1.6751;-0.2538;0.0;5.34;-42.72;-19.38;48.44;-82.54;50.61;0.0;997.01;51.425;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;52548;2020-12-03 17:23:56:331
-0.2322;9.0599;-1.5563;-0.3706;9.7786;0.6419;-0.3166;-1.4704;-0.7832;0.124;-0.1257;0.1726;0.0;9.24;-46.68;-18.48;4.18;-85.67;30.0;0.0;997.04;56.527;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;53048;2020-12-03 17:23:56:831
-0.3208;9.522;-0.8524;0.4178;9.6994;-1.3848;-1.6988;-0.163;0.4917;0.3292;-0.8588;0.0816;0.0;3.06;-49.86;-14.58;183.73;-81.52;-163.21;0.0;997.02;57.48;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;53548;2020-12-03 17:23:57:331
-1.5659;8.7942;1.0463;-0.5178;9.7836;0.429;-0.653;-0.805;0.8902;0.32;0.7105;0.2477;0.0;3.36;-47.1;-26.94;38.97;-85.57;40.4;0.0;996.99;58.169;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;54048;2020-12-03 17:23:57:831
-0.3113;9.8668;-0.4884;-0.0352;9.7782;-0.7458;-0.2545;0.443;0.2311;0.3817;-0.1312;0.1329;0.0;1.5;-50.22;-19.32;172.72;-85.63;177.3;0.0;997.0;57.948;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;54548;2020-12-03 17:23:58:331
-1.8436;10.3912;-0.2753;0.0525;9.7976;-0.4178;-1.3095;1.908;-0.5998;-1.1589;0.352;-0.0265;0.0;1.26;-51.0;-21.36;184.03;-87.54;-172.83;0.0;997.05;53.262;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;55048;2020-12-03 17:23:58:831
0.8212;9.3616;-1.9011;-0.4503;9.7959;0.0872;0.8023;-0.2044;-1.5956;0.5528;-0.0848;-0.018;0.0;4.32;-51.42;-25.56;55.96;-86.34;58.75;0.0;997.0;62.316;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;55549;2020-12-03 17:23:59:332
-0.3735;11.708;-2.8348;0.1897;9.6656;-1.6466;-1.1139;1.6689;0.3992;-0.3721;0.0429;0.0455;0.0;-0.96;-54.9;-15.36;186.48;-80.27;-173.43;0.0;997.01;55.392;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;56048;2020-12-03 17:23:59:831
-1.4964;9.6896;1.6784;-0.3818;9.7948;0.2942;-0.7124;-0.1147;1.0442;0.0018;0.4882;0.208;0.0;3.24;-50.28;-28.02;50.14;-87.18;52.38;0.0;996.98;58.285;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;56548;2020-12-03 17:24:00:331
0.8691;9.4789;-0.5459;0.2375;9.6885;-1.499;0.6317;-0.2095;0.9531;0.4886;-0.5802;0.2093;0.0;-1.44;-49.68;-18.18;188.38;-82.91;-172.0;0.0;996.97;62.205;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;57048;2020-12-03 17:24:00:831
-0.3687;9.0815;-0.0024;-0.082;9.8026;-0.2697;-0.1287;-1.9661;-0.3384;-0.512;-0.1984;-0.3796;0.0;-8.22;-45.36;-22.32;182.91;-88.35;163.08;0.0;997.01;54.655;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;57548;2020-12-03 17:24:01:331
1.5275;9.3377;-0.17;-0.2877;9.7996;-0.2347;2.0211;1.135;-1.5443;0.4563;-0.6272;0.0675;0.0;-9.12;-46.5;-20.64;154.29;-87.83;129.21;0.0;996.98;59.317;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;58048;2020-12-03 17:24:01:831
2.8396;8.0735;-3.364;-0.0303;9.7518;-1.0348;2.87;-1.6783;-2.3292;-1.0929;-0.7567;-0.0681;0.0;-14.52;-46.98;-6.48;232.52;-83.94;178.32;0.0;997.02;51.276;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;58548;2020-12-03 17:24:02:331
-1.3959;10.1709;1.4988;-0.671;9.7801;0.2642;-0.7249;0.3908;1.2346;-0.154;0.2952;0.0614;0.0;-11.46;-46.68;-14.1;116.62;-85.78;68.51;0.0;997.0;53.458;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;59049;2020-12-03 17:24:02:832
0.7159;9.6801;-0.6872;-0.1506;9.7368;-1.1585;0.0644;-0.2291;0.73;0.6224;-0.0158;0.001;0.0;-15.24;-44.88;-2.82;234.76;-83.16;172.59;0.0;996.98;62.162;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;59548;2020-12-03 17:24:03:331
0.3089;8.8445;-0.5674;-0.6065;9.7844;-0.2606;0.3168;-0.5928;0.2127;-0.741;1.7557;-0.2892;0.0;-9.48;-48.96;-7.98;186.37;-86.68;139.49;0.0;997.02;54.66;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;60049;2020-12-03 17:24:03:832
0.9194;8.6697;0.3472;-0.3766;9.7981;-0.1608;1.0661;-0.9728;0.3547;0.5137;1.9769;0.1799;0.0;-8.52;-50.82;-14.16;149.56;-87.61;113.12;0.0;997.02;54.05;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;60548;2020-12-03 17:24:04:331
2.2985;9.7615;0.6129;0.9329;9.7577;-0.2958;1.0591;0.102;1.0619;0.4838;1.3966;-0.3039;0.0;-1.8;-51.72;-10.62;239.24;-84.27;-107.59;0.0;996.99;48.106;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;61048;2020-12-03 17:24:04:831
-0.5842;9.3137;1.0726;-0.69;9.7457;0.8457;0.1058;-0.432;0.2269;-0.2371;0.8853;-0.1224;0.0;9.78;-46.74;-9.78;350.74;-83.61;39.21;0.0;997.01;51.285;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;61549;2020-12-03 17:24:05:332
1.2331;8.7247;-0.0503;0.0726;9.802;-0.2922;1.1605;-1.0773;0.2419;0.5296;-0.4568;0.2539;0.0;6.66;-46.08;-3.84;140.13;-88.24;-166.05;0.0;997.04;61.502;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;62049;2020-12-03 17:24:05:832
0.7446;9.5388;-2.2865;0.2274;9.6809;-1.5489;-2.126;1.0982;-2.495;-0.5468;-0.5607;0.4505;0.0;4.56;-45.84;-0.78;152.02;-80.81;-171.65;0.0;997.02;52.068;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;62549;2020-12-03 17:24:06:332
-1.7071;8.9833;0.5507;-0.5584;9.7892;-0.1753;-1.1488;-0.8058;0.726;-0.5352;-0.4641;-0.1438;0.0;3.66;-46.14;-8.82;110.73;-86.69;120.08;0.0;996.99;59.906;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;63049;2020-12-03 17:24:06:832
-0.6608;9.3592;-0.4238;-0.0815;9.6931;-1.4859;-0.3926;-0.25;0.9903;0.4948;-1.0341;0.3272;0.0;0.36;-46.74;-3.96;178.87;-81.27;176.86;0.0;996.98;52.437;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;63548;2020-12-03 17:24:07:331
-2.1501;9.7806;0.735;-0.7946;9.7697;0.3037;-1.0394;0.2384;0.259;-0.3702;-0.083;-0.043;0.0;3.54;-44.22;-12.36;66.9;-85.02;69.09;0.0;996.99;54.992;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;64048;2020-12-03 17:24:07:831
0.1772;10.3912;-0.6465;-0.1158;9.7701;-0.8373;0.293;0.621;0.1909;0.2767;-0.8007;0.2044;0.0;2.52;-44.34;-7.74;160.17;-85.06;172.12;0.0;997.02;62.343;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;64548;2020-12-03 17:24:08:331
-2.5619;9.6633;-0.0503;-0.0069;9.8055;-0.1465;-2.555;-0.1422;0.0962;-0.46;-0.2784;-0.3118;0.0;-0.66;-41.94;-10.08;182.83;-89.14;177.3;0.0;997.05;51.734;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;65049;2020-12-03 17:24:08:832
1.6257;9.2682;-1.4318;-0.6725;9.7835;0.0281;1.1945;-1.4418;-1.6682;0.5943;-0.2595;0.0352;0.0;0.48;-45.36;-14.76;99.33;-86.06;87.61;0.0;997.02;61.294;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;65548;2020-12-03 17:24:09:331
1.8149;10.8197;-3.0431;-0.045;9.7495;-1.0559;3.1384;-0.5747;-2.1165;-1.1057;-0.2797;-0.0406;0.0;-10.02;-46.14;-8.34;212.27;-80.79;178.53;0.0;997.04;51.393;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;66048;2020-12-03 17:24:09:831
1.403;11.3177;0.7949;-0.3242;9.7931;0.4001;0.2141;4.2972;-0.8406;-0.6799;-0.7225;-0.0943;0.0;-11.28;-47.88;-29.94;63.23;-86.99;39.02;0.0;997.03;58.326;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;66548;2020-12-03 17:24:10:331
-0.182;10.2236;-0.996;0.4529;9.7002;-1.3676;-0.5678;-0.1016;0.6685;0.058;-0.5827;-0.0589;0.0;-21.06;-57.3;-21.42;230.9;-81.55;-161.68;0.0;997.0;50.302;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;67049;2020-12-03 17:24:10:832
1.2331;10.621;-0.7853;-0.119;9.79;-0.5573;0.2363;0.0432;0.634;-0.1772;-1.4275;0.0016;0.0;-27.54;-58.92;-26.28;216.22;-86.79;171.99;0.0;997.04;57.241;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;67549;2020-12-03 17:24:11:332
0.4765;9.1102;0.6465;0.1982;9.7611;-0.9232;0.2782;-0.6509;1.5697;0.2877;-1.2204;0.216;0.0;-36.84;-56.88;-14.04;253.78;-84.47;-167.88;0.0;997.01;58.024;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;68048;2020-12-03 17:24:11:831
-1.8508;9.7854;0.407;-0.0361;9.8038;-0.232;-1.5082;0.142;-0.108;-0.3153;-0.5943;-0.1909;0.0;-35.46;-52.62;-21.9;227.71;-88.63;171.15;0.0;997.03;51.463;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;68548;2020-12-03 17:24:12:331
0.5483;9.6609;-0.51;-0.5085;9.7811;-0.4924;1.0568;-0.1202;-0.0176;0.441;0.1437;0.1738;0.0;-26.52;-52.98;-27.24;153.07;-85.47;105.3;0.0;997.02;59.355;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;69048;2020-12-03 17:24:12:831
1.1947;8.356;-1.7766;-0.1967;9.7489;-1.0445;2.2367;0.1491;-0.3226;-0.6378;0.0435;-0.1945;0.0;-18.72;-49.5;-16.26;212.74;-83.78;169.33;0.0;997.01;50.523;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;69548;2020-12-03 17:24:13:331
-0.5411;11.1166;-0.1891;-0.5618;9.7878;-0.2299;-0.5994;0.7374;-0.577;-0.1277;1.0978;0.0211;0.0;-15.54;-45.72;-18.72;155.08;-86.45;112.25;0.0;997.03;54.501;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;70049;2020-12-03 17:24:13:832
1.7143;9.8261;-0.2418;0.7102;9.7544;-0.7191;1.0041;0.0717;0.4773;0.0946;1.6598;-0.1457;0.0;-1.98;-48.18;-22.26;217.02;-84.03;-140.49;0.0;997.0;45.18;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;70549;2020-12-03 17:24:14:332
-0.8691;11.2004;-0.34;-0.0027;9.8065;-0.0497;-0.8664;1.3939;-0.2903;-0.7508;1.0471;-0.1793;0.0;8.34;-45.3;-14.52;180.34;-87.73;-151.55;0.0;997.03;40.857;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;71049;2020-12-03 17:24:14:832
-0.6058;9.0863;-0.3591;-0.3418;9.7981;-0.2233;0.8087;0.617;-0.6458;0.3158;0.5731;-0.0436;0.0;13.26;-47.7;-9.06;74.88;-87.61;123.16;0.0;997.04;46.919;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;71548;2020-12-03 17:24:15:331
1.1253;10.0703;0.2179;0.1882;9.7896;-0.546;0.566;0.2328;0.7423;0.2412;0.6012;-0.1902;0.0;12.9;-50.1;0.36;120.91;-86.86;-159.49;0.0;997.01;46.49;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;72049;2020-12-03 17:24:15:832
-1.2426;9.6441;0.6201;-0.7765;9.7598;0.5592;-0.5499;-0.0487;-0.0277;-0.2261;0.7338;-0.2074;0.0;15.72;-50.52;1.8;301.72;-84.4;54.24;0.0;997.02;53.484;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;72548;2020-12-03 17:24:16:331
-0.5411;9.3712;0.3759;-0.5172;9.7806;-0.4925;0.6753;-0.1987;0.7392;0.3811;0.8889;0.1628;0.0;9.3;-47.76;16.98;337.44;-85.82;133.6;0.0;997.04;52.799;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;73048;2020-12-03 17:24:16:831
-2.9186;11.5021;-0.4573;-0.696;9.7667;-0.5461;-2.2226;1.7354;0.0887;-0.4209;1.9616;-0.3375;0.0;8.04;-46.08;26.16;344.07;-83.61;150.02;0.0;997.06;50.078;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 2;73549;2020-12-03 17:24:17:332
-0.8308;10.1302;0.1006;-0.6951;9.7757;0.3513;-0.2482;0.1917;0.027;0.1417;1.2927;0.398;0.0;-13.08;-49.44;24.84;211.64;-85.44;63.19;0.0;997.07;62.126;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 5;74048;2020-12-03 17:24:17:831
0.7518;9.4837;-0.328;0.5759;9.7673;-0.6626;0.2047;-0.3266;0.2124;0.3213;-0.5765;0.318;0.0;-14.16;-42.96;26.7;15.6;-84.86;-139.0;0.0;997.01;61.133;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 5;74548;2020-12-03 17:24:18:331
-0.6105;8.0663;-1.1493;-0.0834;9.8055;-0.123;-2.0068;-0.5971;-0.5928;-0.1656;0.0465;-0.4706;0.0;-1.32;-44.58;20.76;321.99;-89.13;145.86;0.0;997.06;57.751;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 4;75049;2020-12-03 17:24:18:832
2.6145;10.6066;-0.9386;-0.619;9.7855;-0.1764;3.2336;0.8211;-0.7621;0.3952;0.308;0.0529;0.0;-6.3;-42.36;13.8;252.77;-86.24;105.91;0.0;997.02;58.054;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 4;75548;2020-12-03 17:24:19:331
2.3679;7.4223;-3.1724;0.1329;9.7004;-1.4333;3.0084;-0.9326;-1.8109;-0.9615;-0.0995;-0.1878;0.0;-9.66;-40.5;15.18;318.87;-81.56;-174.7;0.0;997.06;53.745;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 5;76048;2020-12-03 17:24:19:831
3.2754;18.4072;3.2442;-0.5394;9.7653;0.7202;3.8147;8.6419;2.5241;0.7751;0.4405;-0.5152;0.0;-12.36;-43.2;2.16;152.35;-86.85;47.74;0.0;997.01;59.379;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 5;76548;2020-12-03 17:24:20:331
-0.5603;9.2323;-1.4078;0.3633;9.6731;-1.571;-1.3402;-0.2301;1.1329;0.2877;-0.4733;-0.01;0.0;-10.86;-42.42;7.08;283.92;-80.54;-166.98;0.0;997.01;56.861;55.701347;13.169365;239.35;NaN;;;51.658066;;0 / 5;77048;2020-12-03 17:24:20:831
