ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.9058,3.4693,9.2204,0.3945,4.8232,8.5294,1.5114,-1.3539,0.6909,0.5563,-1.8609,-2.5292,10.0,4.14,-17.28,-39.0,309.1,-28.94,-1.26,3.1,995.68,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,29,2020-12-05 14:33:41:002
-0.1413,4.5419,8.3081,0.7978,4.6836,8.5789,-0.939,-0.1416,-0.2708,-0.4119,-1.7748,-2.0595,10.0,0.12,-15.9,-38.76,321.57,-29.55,-3.64,3.1,995.65,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,129,2020-12-05 14:33:41:102
0.6608,3.4741,11.3225,1.3131,4.2581,8.7358,-0.6523,-0.784,2.5867,-0.6819,-1.5213,-1.2592,11.0,-2.7,-13.56,-39.3,338.09,-26.69,-7.37,3.1,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,228,2020-12-05 14:33:41:201
0.1891,2.6361,8.5763,1.8403,4.287,8.6259,-1.6511,-1.6509,-0.0496,-0.4504,-0.4315,-1.5243,13.0,-8.1,-13.26,-38.34,5.76,-25.78,-9.68,3.1,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,329,2020-12-05 14:33:41:302
2.1884,3.1604,9.1006,2.4142,4.1222,8.5644,0.3414,-1.921,2.0729,0.2863,-1.4425,-1.9996,13.0,-13.44,-12.66,-37.68,29.81,-24.09,-15.21,3.1,995.65,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,429,2020-12-05 14:33:41:402
0.2203,4.3432,8.8875,2.5615,4.2729,8.447,-2.3412,0.0703,0.4406,-0.5408,-0.7449,-1.3386,11.0,-17.64,-15.9,-34.08,66.41,-25.72,-16.11,3.1,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,528,2020-12-05 14:33:41:501
2.0782,4.1086,9.6465,2.3596,4.0441,8.6167,-0.2814,0.0645,1.0298,-0.1462,-0.0436,-0.3692,11.0,-19.14,-16.08,-33.18,85.02,-24.53,-16.1,3.1,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,628,2020-12-05 14:33:41:601
0.3711,4.178,9.9291,1.8548,4.2608,8.6357,-0.9521,-0.0685,1.1856,0.2808,-0.2061,-1.2024,11.0,-16.74,-17.34,-32.94,78.6,-24.89,-12.76,3.1,995.69,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,729,2020-12-05 14:33:41:702
-0.3136,4.0942,9.9219,1.3491,4.3806,8.6695,-1.6627,-0.2864,1.2523,-0.1498,-0.3863,-0.7748,11.0,-15.18,-19.08,-33.48,90.99,-26.7,-10.82,3.1,995.69,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,828,2020-12-05 14:33:41:801
0.735,4.2881,9.6034,1.2532,4.3828,8.6828,-0.5182,-0.0946,0.9206,-0.1932,-0.5195,-0.6697,12.0,-14.7,-20.28,-32.94,103.26,-26.48,-8.31,3.1,995.65,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,929,2020-12-05 14:33:41:902
0.8979,4.2067,9.2419,1.0326,4.3726,8.7169,-0.0414,0.1071,0.2472,0.0481,-0.2098,-0.8634,12.0,-14.34,-21.06,-31.44,102.39,-26.87,-7.71,3.1,995.64,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1029,2020-12-05 14:33:42:002
0.3352,3.9075,10.1733,0.7901,4.2013,8.8258,-0.4717,-0.0066,1.5079,-0.1193,-0.1291,-0.7424,12.0,-14.34,-22.26,-32.04,116.05,-25.94,-5.74,3.1,995.63,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1129,2020-12-05 14:33:42:102
-0.1796,5.004,8.3967,0.7581,4.0869,8.8822,-0.0302,0.309,-0.1407,-0.6892,0.1128,-0.9037,13.0,-12.6,-22.62,-32.28,119.55,-25.66,-5.02,3.1,995.64,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1229,2020-12-05 14:33:42:202
1.0487,3.9553,8.198,1.3551,3.7595,8.9555,-0.7757,0.6891,-0.3888,-0.4687,-1.2629,0.0957,13.0,-12.84,-20.64,-32.52,123.23,-23.08,-6.88,3.1,995.64,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1328,2020-12-05 14:33:42:301
2.3823,3.9386,11.8541,2.2692,3.338,8.9375,0.9319,-0.3452,3.0267,0.9607,-0.3539,2.0944,13.0,-18.0,-18.66,-31.86,122.01,-21.24,-10.51,3.1,995.65,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1429,2020-12-05 14:33:42:402
1.7718,1.178,4.7263,3.4738,5.3807,7.4264,-0.9311,-3.2642,-1.3761,5.5233,-1.5549,3.9343,13.0,-22.26,-19.32,-27.3,72.67,-33.28,-25.07,3.1,995.65,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1529,2020-12-05 14:33:42:502
2.7941,1.2785,-1.4054,7.1999,5.1837,4.1786,-3.5223,-4.9993,-2.6774,2.8727,-0.2983,5.6338,11.0,-35.58,-18.72,-11.1,73.37,-35.67,-48.88,3.1,995.68,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1628,2020-12-05 14:33:42:601
6.024,-4.7526,7.767,8.9166,-0.8236,3.9982,-1.3244,-4.1062,3.5006,-0.1413,1.5043,6.8268,11.0,-40.5,1.8,-7.14,55.34,-5.86,-67.65,3.1,995.69,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1729,2020-12-05 14:33:42:702
16.7096,0.6632,5.8516,6.1534,-5.5786,5.2139,9.6321,6.6609,0.2809,-3.5383,3.5434,3.2777,8.0,-28.92,27.18,-11.34,32.06,15.0,-62.09,0.0,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1828,2020-12-05 14:33:42:801
13.8078,-17.2172,15.0456,2.1676,-8.5262,4.3331,11.6401,-8.691,10.7125,-3.3349,6.4474,0.6143,8.0,-13.98,39.42,-6.06,40.68,45.64,-41.73,0.0,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,1929,2020-12-05 14:33:42:902
8.8109,-10.1302,-1.5491,-0.89,-8.9468,3.9157,9.7009,-1.1834,-5.4648,-3.925,7.1976,2.2258,20.0,-8.34,41.22,-5.4,32.55,65.83,12.8,0.0,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2030,2020-12-05 14:33:43:003
8.8109,-10.1302,-1.5491,-0.89,-8.9468,3.9157,9.7009,-1.1834,-5.4648,-3.925,7.1976,2.2258,20.0,-8.34,41.22,-5.4,32.55,65.83,12.8,0.0,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2129,2020-12-05 14:33:43:102
-3.443,-7.4653,0.9338,-5.5573,-6.9416,4.1354,2.1143,-0.5238,-3.2017,0.5502,-0.4016,1.1622,2.0,14.16,39.96,-8.94,4.9,65.39,47.11,0.0,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2229,2020-12-05 14:33:43:202
-5.265,-8.9498,6.5651,-5.3382,-6.8595,4.5411,0.0732,-2.0903,2.024,-0.6177,-0.7021,-0.3142,0.0,15.6,37.86,-10.44,348.96,44.38,49.61,0.0,995.67,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2328,2020-12-05 14:33:43:301
-9.0192,-9.1629,2.8947,-4.492,-7.9612,3.5512,-4.5273,-1.2017,-0.6565,-1.4504,-0.3484,-1.0601,0.0,13.44,39.84,-6.9,344.61,49.83,50.95,0.0,995.68,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2429,2020-12-05 14:33:43:402
-4.8747,-7.597,6.3281,-3.6815,-8.8201,2.1961,-1.1933,1.223,4.1319,-2.8242,0.0926,-1.7424,0.0,10.74,41.76,-1.86,336.34,64.08,59.18,0.0,995.7,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2529,2020-12-05 14:33:43:502
-3.5723,-11.5572,0.5172,-3.8755,-9.0007,0.3718,0.3032,-2.5565,0.1453,-1.2573,-0.6105,0.26,0.0,6.9,42.84,11.46,325.86,65.24,68.45,0.0,995.68,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2628,2020-12-05 14:33:43:601
-1.7861,-10.0775,0.8236,-3.7556,-9.0323,-0.6946,1.9695,-1.0452,1.5182,-1.4852,-1.7156,-0.8029,0.0,8.4,40.8,16.98,302.09,65.48,90.71,0.0,995.68,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2729,2020-12-05 14:33:43:702
-3.3568,-16.0297,2.1932,-2.3769,-9.4381,-1.2014,-0.9799,-6.5916,3.3945,-0.7729,-0.145,-1.3435,0.0,4.5,40.8,20.82,277.06,71.38,108.55,0.0,995.69,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2828,2020-12-05 14:33:43:801
-2.83,-5.605,0.656,-1.4825,-9.6215,-1.1832,-1.3475,4.0165,1.8392,1.1214,-2.4125,-0.9123,0.0,-1.08,39.48,23.58,262.13,74.76,122.45,0.0,995.7,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,2929,2020-12-05 14:33:43:902
-4.3265,-7.3552,-4.4557,-2.0626,-9.4533,-1.5969,-2.7832,1.7634,-2.2699,-1.2976,1.3754,1.1207,0.0,-1.92,39.54,23.94,259.34,76.67,128.44,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3029,2020-12-05 14:33:44:002
-0.5483,-11.9331,-1.4821,-3.013,-9.3029,-0.7398,1.921,-2.0815,-0.4152,1.0114,-0.8982,0.6155,0.0,2.58,40.5,24.3,269.04,73.32,117.71,0.0,995.7,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3128,2020-12-05 14:33:44:101
-1.9896,-6.1916,-0.1341,-2.4576,-9.4757,-0.5851,-0.5646,5.5286,1.1398,-0.0991,-0.7608,-1.2934,0.0,4.5,41.22,22.02,279.56,72.83,100.76,0.0,995.74,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3229,2020-12-05 14:33:44:202
-1.0104,-9.8069,0.2203,-1.8717,-9.626,0.0812,0.654,0.8436,0.0288,0.8709,-0.6447,-0.8383,0.0,2.1,42.48,22.56,275.47,77.05,104.03,0.0,995.87,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3328,2020-12-05 14:33:44:301
-0.407,-14.6386,1.7023,-1.7831,-9.6381,0.3118,1.6631,-4.236,0.9655,-0.1419,-0.6606,0.4744,0.0,1.68,43.32,22.26,293.06,79.91,79.95,0.0,995.82,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3429,2020-12-05 14:33:44:402
-2.3512,-18.2468,-1.7191,-1.939,-9.5895,0.6723,-1.6234,-11.602,-3.0964,0.6296,0.2184,-0.4346,0.0,6.42,44.34,21.96,292.28,78.15,79.36,0.0,995.79,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3529,2020-12-05 14:33:44:502
-0.5459,-10.4797,0.3472,-1.6308,-9.6686,0.1684,0.9486,-0.7895,-1.0477,-0.6837,-0.3454,0.0492,0.0,6.66,43.98,23.76,284.71,80.07,76.13,0.0,995.76,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3628,2020-12-05 14:33:44:601
-3.2849,-7.2211,2.4996,-1.8423,-9.5787,-1.0125,-1.7693,1.6594,1.8608,-1.0741,-1.0491,0.2343,0.0,8.04,41.58,28.5,244.35,79.18,114.5,0.0,995.76,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3729,2020-12-05 14:33:44:702
-3.5052,-8.9953,-0.6273,-2.2872,-9.4688,-1.1319,-1.1477,0.5681,0.4049,-0.4186,0.6173,0.3852,0.0,10.68,40.32,31.26,240.99,76.13,115.57,0.0,995.78,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3829,2020-12-05 14:33:44:802
-2.4374,-10.2762,-0.8907,-2.5025,-9.3478,-1.5893,0.068,-0.9424,0.7743,-0.6825,0.5776,0.1671,0.0,11.64,39.6,32.64,239.17,73.33,118.77,0.0,995.78,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,3929,2020-12-05 14:33:44:902
-2.1309,-9.7639,-0.5004,-2.5446,-9.2378,-2.0875,0.8142,-0.2765,1.9694,-0.3044,0.847,0.2649,0.0,10.08,38.16,36.9,232.35,70.96,127.88,0.0,995.73,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4029,2020-12-05 14:33:45:002
-0.8691,-10.9777,-1.0367,-2.4589,-9.2482,-2.1435,1.1096,-1.0154,1.398,-0.057,0.6027,0.0932,0.0,8.64,36.96,37.86,232.19,70.57,131.08,0.0,995.73,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4128,2020-12-05 14:33:45:101
-4.4725,-5.9593,-3.8237,-2.38,-9.4202,-1.3291,-2.0168,1.5994,-2.467,1.1049,0.0419,0.056,0.0,9.42,38.58,36.9,234.34,72.09,129.37,0.0,995.73,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4229,2020-12-05 14:33:45:202
1.5299,-13.7838,-2.8228,-2.4988,-9.48,-0.2375,4.0287,-4.3039,-2.5853,1.2802,-0.2153,-0.4266,0.0,9.06,41.22,33.6,241.52,73.86,119.18,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4329,2020-12-05 14:33:45:302
-1.3983,-7.1014,1.075,-1.681,-9.6614,-0.0389,0.5174,2.8904,0.8314,0.3474,-0.8243,-0.5512,0.0,9.06,44.64,26.76,270.22,77.71,91.49,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4429,2020-12-05 14:33:45:402
-1.2666,-9.6441,-0.091,-1.4754,-9.6874,0.3843,0.2089,0.0433,-0.4752,-0.0399,-0.85,0.2203,0.0,8.1,46.98,25.68,272.78,81.03,85.6,0.0,995.73,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4529,2020-12-05 14:33:45:502
-0.3591,-9.9817,2.4565,-1.8119,-9.6363,0.1695,0.8758,-1.047,2.2535,-0.1559,-0.3979,0.1812,0.0,11.88,45.66,25.02,270.07,79.53,83.91,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4628,2020-12-05 14:33:45:601
-3.4909,-7.6114,-1.19,-1.5195,-9.664,0.6849,-3.6737,-6.2029,-2.3441,-0.6636,-0.0161,-0.3619,0.0,13.14,45.78,23.22,281.71,80.21,65.74,0.0,995.74,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4728,2020-12-05 14:33:45:701
-2.2865,-8.1238,-1.9394,-1.2966,-9.717,-0.2623,0.9658,2.3993,-1.0924,-0.5872,-0.4816,-0.1255,0.0,12.84,45.18,24.18,251.82,82.21,92.25,0.0,995.75,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4828,2020-12-05 14:33:45:801
-2.8827,-7.4893,-0.5435,-1.6821,-9.6164,-0.9301,-1.217,1.9432,0.4882,-0.3557,0.5001,0.2093,0.0,13.08,43.68,26.76,232.84,81.59,111.13,0.0,995.73,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,4928,2020-12-05 14:33:45:901
-1.3216,-10.724,-1.6257,-1.9986,-9.5212,-1.2338,0.5982,-1.1754,-0.5259,-0.5976,0.5758,0.2197,0.0,12.48,42.18,28.62,231.44,76.14,121.69,0.0,995.74,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5029,2020-12-05 14:33:46:002
-1.6832,-9.0671,-0.1077,-2.0672,-9.3668,-2.0395,0.3844,0.3058,1.903,-0.3746,0.825,0.191,0.0,11.7,40.44,31.68,221.81,74.03,129.99,0.0,995.7,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5129,2020-12-05 14:33:46:102
0.1053,-10.0967,0.1748,-2.0019,-9.3949,-1.9744,2.1154,-0.7076,2.1687,-0.0765,0.2856,0.1904,0.0,11.28,39.54,33.66,219.23,72.77,134.61,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5228,2020-12-05 14:33:46:201
-4.4055,-7.8412,-3.9745,-1.9914,-9.5179,-1.2706,-2.3831,1.6961,-2.9167,1.1959,-0.2342,0.2154,0.0,10.98,40.14,32.52,232.86,76.06,122.54,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5329,2020-12-05 14:33:46:302
0.4645,-13.032,-2.5691,-2.354,-9.5181,-0.1861,1.9804,-3.162,-1.77,1.246,-0.4346,-0.0027,0.0,12.48,43.44,26.34,246.24,76.51,108.89,0.0,995.69,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5429,2020-12-05 14:33:46:402
-1.6784,-8.0328,0.0886,-1.8429,-9.6318,0.0527,0.1645,1.599,0.0359,0.3627,-0.4578,-0.4407,0.0,12.36,46.14,21.12,263.2,79.16,88.36,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5529,2020-12-05 14:33:46:502
-1.6066,-9.1988,-0.1939,-1.6676,-9.6597,0.2815,0.0611,0.4609,-0.4754,-0.0863,-0.2819,0.2692,0.0,11.94,46.38,19.62,270.17,80.37,81.85,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5629,2020-12-05 14:33:46:602
-0.8667,-10.2307,1.2666,-2.0207,-9.5961,0.03,1.324,-0.6753,1.2749,-0.1449,-0.1432,0.2991,0.0,12.24,45.42,20.7,263.43,78.26,89.56,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5729,2020-12-05 14:33:46:702
-5.0615,-19.5421,-2.186,-1.7855,-9.6277,0.5389,-3.2759,-9.9144,-2.7249,-0.5542,0.4463,-0.3435,0.0,12.42,45.18,20.4,264.42,78.34,85.91,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5829,2020-12-05 14:33:46:802
-0.431,-8.3704,-0.735,-1.6917,-9.6594,0.063,1.1458,0.8078,-0.5083,-0.2891,0.3644,-0.2434,0.0,10.56,44.58,21.36,269.47,80.02,82.42,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,5929,2020-12-05 14:33:46:902
-2.9378,-8.0256,0.2873,-1.8169,-9.5962,-0.8845,-1.1209,1.5706,1.1718,-0.6355,0.7566,0.1995,0.0,8.64,44.04,23.7,253.01,80.66,99.71,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6029,2020-12-05 14:33:47:002
-2.004,-10.7862,-2.4589,-2.14,-9.5018,-1.1434,0.1359,-1.2845,-1.3155,-0.1376,1.2881,0.2142,0.0,7.56,42.78,25.92,247.22,76.35,116.91,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6129,2020-12-05 14:33:47:102
-1.4509,-9.7423,-0.5004,-2.1616,-9.4037,-1.7517,0.7106,-0.3386,1.2513,-0.33,1.1354,0.2643,0.0,5.58,42.54,29.94,242.76,74.04,125.91,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6229,2020-12-05 14:33:47:202
0.3328,-9.2156,0.1628,-1.9651,-9.4048,-1.9643,2.2979,0.1892,2.1271,-0.0637,0.9209,0.1354,0.0,4.26,40.44,31.2,238.98,73.12,133.99,0.0,995.7,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6328,2020-12-05 14:33:47:301
-2.2458,-11.2842,-2.7965,-1.7941,-9.5121,-1.5718,-0.4517,-1.7721,-1.2247,0.7408,0.1293,0.3651,0.0,2.1,40.26,31.92,239.67,74.2,135.73,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6429,2020-12-05 14:33:47:402
-2.8013,-7.791,-3.2442,-1.965,-9.5682,-0.8703,-0.1718,1.0408,-1.7196,1.0163,0.3357,0.0767,0.0,3.48,41.88,29.22,258.97,77.34,113.89,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6529,2020-12-05 14:33:47:502
-1.5275,-8.3847,-1.1277,-1.6725,-9.6592,-0.2706,0.7863,0.8281,-1.6893,0.6645,0.3553,-0.4498,0.0,3.9,44.22,24.84,269.92,77.61,104.58,0.0,995.7,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6629,2020-12-05 14:33:47:602
-0.9074,-10.3672,0.158,-1.3229,-9.7167,0.0761,0.1976,-0.4829,0.1369,0.3254,-0.2409,-0.1267,0.0,2.04,45.54,22.92,283.51,82.23,86.71,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6728,2020-12-05 14:33:47:701
-0.407,-9.2204,0.7518,-1.3184,-9.7175,0.0479,0.7302,0.406,0.4892,-0.5029,-0.5531,0.3046,0.0,2.7,44.88,22.08,285.93,82.47,83.74,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6828,2020-12-05 14:33:47:801
-0.1532,-9.8285,1.5299,-1.3172,-9.7161,0.1805,1.164,-0.1124,1.3495,0.2173,-0.5238,-0.0735,0.0,5.52,44.52,23.4,272.67,81.82,88.46,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,6929,2020-12-05 14:33:47:902
-3.4956,-8.7223,-0.4453,-1.0081,-9.7471,0.3844,-2.4875,1.0248,-0.8297,-0.6752,-0.2519,-0.4712,0.0,7.56,44.82,23.04,283.09,82.48,73.47,0.0,995.73,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7029,2020-12-05 14:33:48:002
-2.1381,-9.5651,-2.4757,-0.9297,-9.761,-0.1673,-0.9283,0.0546,-1.7194,-0.8425,-0.5946,-0.1688,0.0,8.34,42.42,26.94,251.23,84.47,100.2,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7129,2020-12-05 14:33:48:102
-2.344,-8.538,-0.2777,-1.3687,-9.6602,-0.9886,-0.8651,1.5661,1.951,-0.2915,-0.3692,0.0505,0.0,10.26,40.98,29.46,223.33,82.36,124.94,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7229,2020-12-05 14:33:48:202
-1.7837,-9.7231,-1.5802,-1.6556,-9.5853,-1.2452,-0.135,0.054,-0.2532,-0.6831,-0.3845,0.0627,0.0,14.04,40.5,30.42,223.51,79.51,124.17,0.0,995.75,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7329,2020-12-05 14:33:48:302
-2.5427,-9.2299,-0.2897,-1.7794,-9.47,-1.8231,-0.4895,0.2134,1.4833,-0.5524,-0.029,0.0682,0.0,17.16,38.28,33.72,206.43,75.78,134.02,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7429,2020-12-05 14:33:48:402
0.3448,-9.3568,-0.9601,-1.7766,-9.4335,-2.0057,1.6396,-0.0901,0.949,-0.2775,-0.0118,-0.1493,0.0,17.58,37.32,34.26,204.48,74.04,136.2,0.0,995.7,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7529,2020-12-05 14:33:48:502
-3.1078,-10.9706,-1.0822,-1.5409,-9.5201,-1.7783,-1.6335,-1.169,0.544,0.4537,-0.7736,-0.1047,0.0,19.02,37.32,34.38,193.22,75.33,141.16,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7628,2020-12-05 14:33:48:601
-2.8228,-6.8668,-1.2977,-1.5548,-9.6222,-1.0796,-1.2381,2.7618,-0.323,1.0908,-0.7779,-0.1865,0.0,21.96,38.88,30.78,194.81,76.98,135.56,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7729,2020-12-05 14:33:48:702
-0.0599,-10.0536,-0.2203,-1.5215,-9.6878,0.0329,2.3266,-2.2568,-2.5858,0.0365,-1.4462,-0.3918,0.0,24.96,41.16,23.52,232.23,80.35,91.1,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7828,2020-12-05 14:33:48:801
-1.8723,-10.202,0.4932,-1.1579,-9.7355,0.22,-0.1178,-0.1802,0.4355,0.0896,-2.1542,-0.0198,0.0,30.42,40.86,16.86,221.55,82.07,87.96,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,7929,2020-12-05 14:33:48:902
-1.0439,-9.5244,0.3424,-1.203,-9.7299,0.2266,0.35,0.1726,0.597,-0.7998,-2.3728,0.1708,0.0,36.78,39.54,5.22,206.73,82.98,74.53,0.0,995.71,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,8029,2020-12-05 14:33:49:002
-1.2881,-8.1717,1.0367,-1.1227,-9.7419,0.0714,-0.1562,1.5693,0.9893,-0.1779,-2.1945,-0.079,0.0,41.46,34.74,-11.22,174.39,82.74,90.74,0.0,995.72,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,8129,2020-12-05 14:33:49:102
-4.8484,-12.3784,-2.921,-1.234,-9.7287,0.0036,-3.6144,-2.6497,-2.9246,-0.8847,-1.7937,-0.0118,0.0,31.38,33.78,-37.44,125.76,82.77,89.83,0.0,995.74,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,8229,2020-12-05 14:33:49:202
-2.0734,-9.8141,0.2873,-1.4164,-9.6884,-0.5471,-0.657,-0.1258,0.8344,-0.6654,-2.112,-0.1523,0.0,8.46,37.5,-46.86,84.46,81.57,109.96,0.0,995.74,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,8329,2020-12-05 14:33:49:302
-2.4254,-9.5388,1.1804,-1.7929,-9.6207,-0.6309,-0.6325,0.0819,1.8113,-0.2726,-1.6862,0.0492,0.0,-12.42,41.34,-36.0,55.89,80.86,112.36,0.0,995.74,0.0,55.701347,13.169366,214.19,NaN,,,60.290325,,0 / 0,8428,2020-12-05 14:33:49:401
