ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.2461,0.7335,9.2375,3.1474,0.7147,9.2603,0.0201,0.0305,0.0167,-0.024,0.0129,0.0156,1.7,-6.75,6.25,-47.56,317.1,-4.34,-18.89,5.0,,,,NaN,,,,0 / 0,26,2020-12-03 18:29:15:992
3.2204,0.6961,9.2839,3.1289,0.6798,9.2692,0.0484,-0.013,0.0275,-0.0597,0.0262,-0.0211,1.2,-7.25,5.94,-47.56,317.01,-4.18,-18.77,5.0,,,,NaN,,,,0 / 0,125,2020-12-03 18:29:16:091
3.196,0.6349,9.2694,3.1044,0.623,9.2813,0.014,0.0339,0.0741,-0.0597,0.0262,-0.0211,1.2,-6.44,6.44,-47.06,314.56,-3.97,-18.65,5.0,,,,NaN,,,,0 / 0,225,2020-12-03 18:29:16:191
3.1583,0.6648,9.393,3.1136,0.6275,9.278,0.0735,0.0295,-0.099,0.0292,-0.0228,-0.0019,1.2,-6.69,6.31,-47.12,317.2,-3.67,-18.55,5.0,,,,NaN,,,,0 / 0,325,2020-12-03 18:29:16:291
3.1583,0.6648,9.393,3.1013,0.6417,9.2811,0.0367,0.0545,0.0155,-6.0E-4,-0.0025,-0.0077,1.2,-6.31,6.25,-47.44,314.45,-3.75,-18.48,5.0,,,,NaN,,,,0 / 0,426,2020-12-03 18:29:16:392
3.1614,0.6819,9.3078,3.0995,0.6348,9.2822,0.0777,0.032,-0.0051,-0.0022,0.0139,0.0023,1.2,-6.37,5.5,-47.62,313.6,-3.71,-18.47,5.0,,,,NaN,,,,0 / 0,525,2020-12-03 18:29:16:491
3.1628,0.7118,9.3184,3.092,0.6295,9.285,0.0558,0.1059,-0.0276,-0.0022,0.0139,0.0023,1.2,-6.37,5.5,-47.62,313.6,-3.71,-18.47,5.0,,,,NaN,,,,0 / 0,625,2020-12-03 18:29:16:591
3.3181,0.8112,9.2424,3.0861,0.6308,9.2869,0.0617,0.1438,0.0195,0.0052,-0.0057,0.029,1.2,-6.94,6.06,-46.87,317.61,-3.68,-18.42,5.0,,,,NaN,,,,0 / 0,726,2020-12-03 18:29:16:692
3.3181,0.8112,9.2424,3.0767,0.5092,9.2975,0.2967,0.3047,-0.4813,-0.9492,0.1108,-0.5587,1.2,-6.25,7.0,-46.62,317.54,-3.69,-18.38,5.0,,,,NaN,,,,0 / 0,825,2020-12-03 18:29:16:791
2.593,0.2014,9.119,2.7349,0.0038,9.4175,-0.2048,-0.4059,-0.8563,0.3475,0.4233,-1.0383,1.2,-4.44,9.25,-46.5,315.1,-0.02,-16.19,5.0,,,,NaN,,,,0 / 0,925,2020-12-03 18:29:16:891
1.9412,0.5283,10.3256,2.1771,0.4961,9.549,-0.3628,-0.0156,0.6302,0.3475,0.4233,-1.0383,1.2,-4.44,7.88,-47.44,327.69,-2.9,-12.84,5.0,,,,NaN,,,,0 / 0,1025,2020-12-03 18:29:16:991
2.4367,1.7445,9.1079,2.3503,1.0133,9.4667,0.0523,-0.3367,0.8204,0.8181,-0.3672,-0.2462,1.2,-6.37,2.19,-48.37,320.44,-5.93,-13.94,5.0,,,,NaN,,,,0 / 0,1125,2020-12-03 18:29:17:091
2.4367,1.7445,9.1079,2.6075,2.1316,9.2101,-0.048,-0.1115,-0.2272,0.6605,-0.4071,-0.5864,1.2,-6.37,2.19,-48.37,320.44,-5.93,-13.94,5.0,,,,NaN,,,,0 / 0,1225,2020-12-03 18:29:17:191
2.4277,3.1779,8.8403,2.803,2.7539,8.9849,0.1094,1.0314,-0.002,-0.4834,-0.1292,0.3601,1.2,-8.37,-1.5,-47.37,331.3,-12.55,-15.81,5.0,,,,NaN,,,,0 / 0,1325,2020-12-03 18:29:17:291
3.0494,1.9205,8.5813,2.8578,2.4545,9.0541,0.5842,-0.503,-0.6204,-0.4834,-0.1292,0.3601,1.2,-8.0,-0.12,-47.12,334.39,-16.31,-17.33,5.0,,,,NaN,,,,0 / 0,1425,2020-12-03 18:29:17:391
1.7415,1.6306,9.4597,1.9425,1.9846,9.4052,-0.1479,-0.1802,0.6073,-0.213,0.6708,-0.07,1.2,-3.06,2.81,-47.56,331.7,-11.68,-11.67,5.0,,,,NaN,,,,0 / 0,1525,2020-12-03 18:29:17:491
1.7415,1.6306,9.4597,1.5612,1.9779,9.4773,0.2235,0.0814,0.2606,0.1346,0.0294,0.0641,1.2,-2.37,2.25,-48.0,333.28,-11.64,-9.35,5.0,,,,NaN,,,,0 / 0,1625,2020-12-03 18:29:17:591
1.7906,2.3909,9.4232,1.5986,2.0406,9.4578,-0.0786,-0.1381,0.2605,0.0063,-0.1463,0.0045,1.2,-3.06,2.06,-48.31,337.05,-12.01,-9.59,5.0,,,,NaN,,,,0 / 0,1725,2020-12-03 18:29:17:691
1.7607,2.1035,9.6324,1.7526,2.0336,9.432,-0.1247,0.0649,0.0804,0.3938,-0.446,0.2818,1.2,-3.06,2.06,-48.31,337.05,-12.01,-9.59,5.0,,,,NaN,,,,0 / 0,1825,2020-12-03 18:29:17:791
2.1328,2.0356,8.8666,2.0632,2.1611,9.3403,0.2804,-0.0331,-0.7595,0.3938,-0.446,0.2818,2.2,-4.37,1.88,-47.75,337.87,-11.97,-10.53,5.0,,,,NaN,,,,0 / 0,1925,2020-12-03 18:29:17:891
2.1709,2.6327,9.5312,2.0963,2.2119,9.3211,0.1297,-0.0446,0.2109,0.0531,0.0193,0.1817,2.2,-4.44,1.19,-48.37,330.71,-12.73,-12.46,5.0,,,,NaN,,,,0 / 0,2025,2020-12-03 18:29:17:991
2.1709,2.6327,9.5312,1.8685,2.1111,9.3926,0.132,0.2032,-0.2332,-0.1944,0.4973,-0.0205,2.2,-2.25,1.94,-48.31,328.69,-12.43,-11.25,5.0,,,,NaN,,,,0 / 0,2125,2020-12-03 18:29:18:091
1.9098,1.9792,9.0156,1.6078,2.0638,9.4512,0.3632,-0.1319,-0.4585,0.2975,-0.1974,0.3276,2.2,-2.94,1.38,-48.25,335.24,-12.15,-9.65,5.0,,,,NaN,,,,0 / 0,2225,2020-12-03 18:29:18:191
1.9191,2.4243,9.4488,1.8301,2.2555,9.3666,0.4645,0.1568,-0.5994,0.2975,-0.1974,0.3276,2.2,-2.19,0.31,-47.81,326.46,-13.3,-11.06,5.0,,,,NaN,,,,0 / 0,2325,2020-12-03 18:29:18:291
1.6678,1.9352,9.703,1.6543,2.0431,9.4476,0.1108,0.2417,0.2314,-0.2497,0.1859,-0.0259,2.2,-2.19,0.31,-47.81,326.46,-13.3,-11.06,5.0,,,,NaN,,,,0 / 0,2425,2020-12-03 18:29:18:391
1.6678,1.9352,9.703,1.5794,2.0408,9.461,0.1661,-0.0795,-0.3212,0.2022,0.5101,-0.292,2.2,-1.69,1.88,-48.5,332.03,-12.03,-9.93,5.0,,,,NaN,,,,0 / 0,2525,2020-12-03 18:29:18:491
0.9919,2.37,9.0289,1.1637,2.3651,9.4457,-0.1831,-0.0017,-0.4334,-0.0235,0.8603,-0.2164,2.2,0.13,0.25,-49.06,321.26,-12.01,-9.48,5.0,,,,NaN,,,,0 / 0,2625,2020-12-03 18:29:18:591
0.9919,2.37,9.0289,0.4934,2.6286,9.4348,-0.7778,0.5682,-0.3244,-0.0235,0.8603,-0.2164,2.2,4.44,-0.69,-47.75,331.21,-15.55,-2.99,5.0,,,,NaN,,,,0 / 0,2726,2020-12-03 18:29:18:692
0.3009,4.5123,8.906,-0.1966,2.8094,9.3935,-0.6074,0.466,-0.038,0.5093,1.7334,-0.1925,2.2,12.13,-2.94,-47.12,314.06,-16.65,1.2,2.0,,,,NaN,,,,0 / 0,2825,2020-12-03 18:29:18:791
0.3009,4.5123,8.906,-2.3211,3.8139,8.7313,0.3304,0.4323,-2.1609,1.6906,0.8556,-1.8283,2.7,18.81,-7.56,-44.0,327.47,-22.89,14.89,2.0,,,,NaN,,,,0 / 0,2925,2020-12-03 18:29:18:891
-1.649,4.494,3.6918,-3.649,4.2227,8.0637,2.1584,-0.4962,-4.8275,0.315,1.7493,-3.4498,2.7,18.81,-7.56,-44.0,327.47,-22.89,14.89,2.0,,,,NaN,,,,0 / 0,3025,2020-12-03 18:29:18:991
-4.4729,-0.1349,4.2999,-5.5054,2.5228,7.7133,-3.0557,0.1837,-0.221,0.315,1.7493,-3.4498,2.7,25.0,2.0,-40.06,344.01,-25.51,24.35,2.0,,,,NaN,,,,0 / 0,3125,2020-12-03 18:29:19:091
-5.7854,-4.0707,7.4516,-6.9087,2.7556,6.391,2.8291,-3.246,-0.7032,-0.0241,1.2287,-2.5411,2.7,29.31,7.38,-36.94,20.7,-16.32,47.23,2.0,,,,NaN,,,,0 / 0,3227,2020-12-03 18:29:19:193
-5.7854,-4.0707,7.4516,-7.9493,0.623,5.7087,0.8395,-3.9475,1.6952,-1.785,-0.1053,-3.0085,3.1,29.31,7.38,-36.94,20.7,-16.32,47.23,2.0,,,,NaN,,,,0 / 0,3325,2020-12-03 18:29:19:291
-10.641,-5.1415,9.7046,-7.8782,-2.6331,5.2124,-2.9776,-2.5349,4.9472,-0.6192,0.0965,-1.733,3.1,27.81,23.94,-31.5,18.43,-3.64,54.32,2.0,,,,NaN,,,,0 / 0,3425,2020-12-03 18:29:19:391
-10.2377,-6.2817,8.425,-7.2537,-4.6761,4.6569,-3.9552,-1.3353,3.4727,-0.6192,0.0965,-1.733,3.1,21.19,31.94,-27.06,26.29,15.58,56.51,2.0,,,,NaN,,,,0 / 0,3525,2020-12-03 18:29:19:491
-10.2056,-5.4171,3.6916,-6.2763,-5.752,4.8673,-1.4022,-0.3084,0.3791,-0.418,-1.1359,-1.0767,3.6,14.19,35.63,-26.44,41.93,35.91,52.21,2.0,,,,NaN,,,,0 / 0,3625,2020-12-03 18:29:19:591
-10.2056,-5.4171,3.6916,-6.3795,-6.155,4.1936,2.3588,-2.0237,1.5236,-0.1374,-1.0219,-1.5292,3.6,13.25,36.88,-25.0,45.81,38.88,56.68,0.0,,,,NaN,,,,0 / 0,3726,2020-12-03 18:29:19:692
-6.7533,-4.8154,1.8509,-5.5418,-6.8736,4.2675,-0.1754,1.0386,0.7829,0.1878,-0.8942,-0.2931,3.6,7.69,37.63,-25.06,51.27,44.5,52.4,0.0,,,,NaN,,,,0 / 0,3825,2020-12-03 18:29:19:791
-5.2339,-3.1012,5.0255,-4.8571,-7.2865,4.4141,0.3461,3.1383,0.852,0.1878,-0.8942,-0.2931,3.6,7.69,37.63,-25.06,51.27,44.5,52.4,0.0,,,,NaN,,,,0 / 0,3925,2020-12-03 18:29:19:891
-6.0624,-9.4869,2.5569,-5.2755,-7.7531,2.8683,0.637,1.2317,-1.5248,-2.7634,0.2918,-0.4299,0.0,10.63,41.0,-17.12,21.89,47.99,47.74,0.0,,,,NaN,,,,0 / 0,4025,2020-12-03 18:29:19:991
-6.0624,-9.4869,2.5569,-5.345,-8.1539,1.0555,1.0889,1.4069,-1.4772,-0.8576,-0.4524,-0.3043,0.0,10.81,43.13,-6.31,0.06,52.24,61.47,0.0,,,,NaN,,,,0 / 0,4125,2020-12-03 18:29:20:091
-9.3571,-8.7944,1.1933,-5.1283,-8.2945,1.0345,-2.5404,-0.3548,-0.2303,-0.3466,-0.167,-0.5566,0.0,8.75,43.13,-7.44,19.56,57.76,78.6,0.0,,,,NaN,,,,0 / 0,4225,2020-12-03 18:29:20:191
-4.1196,-8.0667,1.1274,-4.6392,-8.5799,1.0159,1.2657,0.8621,-0.1137,-0.3466,-0.167,-0.5566,0.0,5.44,43.56,-4.81,13.33,61.03,77.65,0.0,,,,NaN,,,,0 / 0,4326,2020-12-03 18:29:20:292
-5.2663,-9.8666,1.6053,-3.8623,-9.0013,0.4773,-1.1096,0.852,0.1405,-0.6042,0.1768,-1.2747,0.0,-3.06,43.75,-2.56,9.56,66.62,82.96,0.0,,,,NaN,,,,0 / 0,4425,2020-12-03 18:29:20:391
-5.2663,-9.8666,1.6053,-2.1631,-9.5631,0.1959,-0.4552,-4.9311,-0.8235,-0.3775,-0.3299,-0.457,0.0,-3.06,43.75,-2.56,9.56,66.62,82.96,0.0,,,,NaN,,,,0 / 0,4526,2020-12-03 18:29:20:492
-2.7965,-8.7896,1.3457,-1.9143,-9.6159,-0.199,1.0121,1.4862,1.4052,0.8868,-0.0898,-2.8887,0.0,-6.25,44.0,-1.19,5.67,77.2,84.83,0.0,,,,NaN,,,,0 / 0,4625,2020-12-03 18:29:20:591
1.3886,-11.997,-1.278,0.1752,-9.8013,0.2704,1.8449,-1.4076,-1.3981,0.8868,-0.0898,-2.8887,0.0,-16.94,40.75,-3.75,5.07,78.68,95.93,0.0,,,,NaN,,,,0 / 0,4725,2020-12-03 18:29:20:691
0.6268,-4.0908,1.4906,1.175,-9.7353,0.1082,-0.1159,0.674,-0.1082,0.1548,0.2934,0.1317,0.0,-20.56,40.13,-2.87,183.75,83.09,-84.74,0.0,,,,NaN,,,,0 / 0,4825,2020-12-03 18:29:20:791
0.6268,-4.0908,1.4906,1.2801,-9.7221,-0.105,-0.6132,-5.8017,-0.4833,0.0042,0.319,-0.0371,0.0,-21.0,39.38,-3.06,197.0,82.47,-94.69,0.0,,,,NaN,,,,0 / 0,4926,2020-12-03 18:29:20:892
1.0541,-8.8903,0.5097,1.3265,-9.7154,-0.1431,-0.434,0.2814,0.5157,-0.37,0.303,-0.0323,0.0,-21.87,39.25,-2.69,198.42,82.18,-96.16,0.0,,,,NaN,,,,0 / 0,5025,2020-12-03 18:29:20:991
1.3643,-8.4119,0.3036,1.3446,-9.705,-0.4174,-0.3149,2.5658,0.4762,1.2642,-9.0E-4,-0.2037,0.0,-21.87,39.25,-2.69,198.42,82.18,-96.16,0.0,,,,NaN,,,,0 / 0,5125,2020-12-03 18:29:21:091
4.7244,-15.0208,0.4469,1.4742,-9.6919,0.2525,-2.2686,0.1696,0.326,1.2642,-9.0E-4,-0.2037,0.0,-21.81,38.94,-4.87,219.45,81.75,-107.25,0.0,,,,NaN,,,,0 / 0,5225,2020-12-03 18:29:21:191
0.295,-9.7574,1.8538,1.1432,-9.7266,0.5048,-0.1919,-2.6885,2.5156,0.7617,0.7613,0.3611,0.0,-20.5,38.63,-8.12,196.87,81.23,-80.28,0.0,,,,NaN,,,,0 / 0,5325,2020-12-03 18:29:21:291
0.295,-9.7574,1.8538,0.355,-9.6688,1.5989,-1.2474,-0.2358,0.3721,0.5078,0.1869,0.6598,0.0,-16.81,39.31,-15.44,130.89,80.39,-12.52,0.0,,,,NaN,,,,0 / 0,5425,2020-12-03 18:29:21:391
-0.8594,-11.4596,2.1422,-0.2202,-9.5872,2.0511,-0.5054,-1.8081,0.067,-0.7741,0.665,-0.3485,0.0,-15.94,39.56,-15.56,107.25,77.86,6.13,0.0,,,,NaN,,,,0 / 0,5525,2020-12-03 18:29:21:491
-0.7173,-8.414,2.3129,0.0094,-9.695,1.475,-1.8727,1.5359,1.4375,-0.7741,0.665,-0.3485,0.0,-15.5,39.94,-14.62,120.86,81.35,-0.37,0.0,,,,NaN,,,,0 / 0,5625,2020-12-03 18:29:21:591
-0.3607,-8.84,1.9687,-0.0184,-9.7057,1.4031,-0.0208,0.9876,0.2443,-0.2359,0.6836,0.2137,0.0,-15.5,39.94,-14.62,120.86,81.35,-0.37,0.0,,,,NaN,,,,0 / 0,5725,2020-12-03 18:29:21:691
-0.3607,-8.84,1.9687,-0.1146,-9.7239,1.266,-0.2482,0.8979,0.4893,-0.1922,-0.1308,-0.1872,0.0,-15.0,39.31,-14.5,118.02,81.77,0.75,0.0,,,,NaN,,,,0 / 0,5825,2020-12-03 18:29:21:791
-2.3638,-9.2852,1.8616,0.0813,-9.7406,1.133,-2.4349,0.4635,0.7203,0.0164,0.3711,-0.2745,0.0,-16.31,39.0,-14.31,113.11,82.55,5.17,0.0,,,,NaN,,,,0 / 0,5925,2020-12-03 18:29:21:891
-1.6808,-10.2533,2.8354,0.3148,-9.7296,1.1849,-1.3151,-0.2142,0.894,0.0164,0.3711,-0.2745,0.0,-17.56,37.63,-14.81,136.39,82.82,-14.88,0.0,,,,NaN,,,,0 / 0,6025,2020-12-03 18:29:21:991
-0.9007,-7.6249,3.1223,0.5768,-9.7421,0.9632,1.2864,-4.1244,0.6254,-0.2716,-0.266,7.0E-4,0.0,-18.75,37.31,-12.69,149.81,83.43,-30.91,0.0,,,,NaN,,,,0 / 0,6125,2020-12-03 18:29:22:091
-0.9007,-7.6249,3.1223,0.7032,-9.7663,0.5432,0.1106,1.7444,-2.1123,-0.2801,-0.6168,0.3734,0.0,-17.87,38.0,-7.25,159.99,84.8,-52.32,0.0,,,,NaN,,,,0 / 0,6225,2020-12-03 18:29:22:191
1.4775,-9.8691,0.3044,0.3517,-9.7959,0.2917,1.2467,-0.4617,-0.1839,-0.386,-1.1912,-0.0583,0.0,-17.87,38.0,-7.25,159.99,84.8,-52.32,0.0,,,,NaN,,,,0 / 0,6325,2020-12-03 18:29:22:291
1.2994,-8.8611,0.0908,0.2756,-9.8017,0.1384,1.617,0.2795,-0.0697,-0.386,-1.1912,-0.0583,0.0,-17.31,39.0,-4.0,150.61,87.33,-50.33,0.0,,,,NaN,,,,0 / 0,6425,2020-12-03 18:29:22:391
-1.3115,-9.1006,-0.131,0.4555,-9.7916,-0.2927,-1.0635,1.3187,1.1066,-0.4185,-1.3488,-0.0913,0.0,-16.94,38.44,0.5,147.81,88.2,-63.34,0.0,,,,NaN,,,,0 / 0,6525,2020-12-03 18:29:22:491
-1.3115,-9.1006,-0.131,0.4224,-9.7517,-0.9459,-0.4813,0.9552,1.093,-0.7038,-1.1444,0.0258,0.0,-16.06,37.81,7.63,229.37,83.94,-155.94,0.0,,,,NaN,,,,0 / 0,6626,2020-12-03 18:29:22:592
-0.4479,-9.4967,1.3499,0.3048,-9.6849,-1.5096,-0.7069,0.1234,2.6276,-0.7006,-0.3549,-0.5209,0.0,-14.87,37.0,10.06,241.87,80.96,-168.58,0.0,,,,NaN,,,,0 / 0,6725,2020-12-03 18:29:22:691
-1.3895,-10.2221,-0.6911,0.5974,-9.6064,-1.8788,-2.7745,-2.0732,2.2906,-0.7006,-0.3549,-0.5209,0.0,-17.25,35.88,9.69,241.52,78.4,-162.36,0.0,,,,NaN,,,,0 / 0,6825,2020-12-03 18:29:22:791
2.456,-9.8838,-1.8824,1.4287,-9.5726,-1.5791,2.4253,3.6298,-0.2546,1.0576,1.0573,-0.4672,0.0,-17.25,35.88,9.69,241.52,78.4,-162.36,0.0,,,,NaN,,,,0 / 0,6925,2020-12-03 18:29:22:891
2.456,-9.8838,-1.8824,1.6886,-9.6579,-0.2082,-1.7964,-6.572,-3.3025,2.1297,0.9732,0.5549,0.0,-18.31,36.19,0.88,249.68,77.46,-137.86,0.0,,,,NaN,,,,0 / 0,7025,2020-12-03 18:29:22:991
1.2559,-9.034,2.2374,1.0977,-9.6834,1.0936,0.5399,0.4946,0.9657,0.389,0.8678,0.573,0.0,-15.19,37.44,-8.94,236.39,80.01,-97.03,0.0,,,,NaN,,,,0 / 0,7126,2020-12-03 18:29:23:092
0.427,-6.428,2.8231,0.4172,-9.6891,1.4548,0.5928,2.4322,-0.0426,0.389,0.8678,0.573,0.0,-12.37,38.31,-12.62,140.8,81.12,-16.0,0.0,,,,NaN,,,,0 / 0,7225,2020-12-03 18:29:23:191
-1.2349,-13.6118,0.5831,0.6544,-9.7005,1.2814,-1.8606,1.4335,1.0623,0.0755,0.5287,-0.1909,0.0,-13.37,38.0,-14.5,157.54,81.56,-27.05,0.0,,,,NaN,,,,0 / 0,7325,2020-12-03 18:29:23:291
-1.2349,-13.6118,0.5831,0.6599,-9.6903,1.3532,-2.6408,-2.6169,0.9709,-0.2114,0.6421,-0.2771,0.0,-13.44,39.13,-15.19,158.49,81.17,-26.0,0.0,,,,NaN,,,,0 / 0,7426,2020-12-03 18:29:23:392
1.7526,-8.7708,2.12,0.689,-9.7385,0.9252,1.7626,2.0403,0.6732,-0.7598,-0.5524,0.6039,0.0,-13.44,39.13,-15.19,158.49,81.17,-26.0,0.0,,,,NaN,,,,0 / 0,7525,2020-12-03 18:29:23:491
3.3446,-8.4319,-0.2844,0.1708,-9.8031,0.2006,4.1931,0.8594,-1.2891,-0.7598,-0.5524,0.6039,0.0,-11.81,41.69,-11.81,168.17,83.24,-36.68,0.0,,,,NaN,,,,0 / 0,7625,2020-12-03 18:29:23:591
0.7175,-8.8591,0.0797,-0.0854,-9.806,0.0718,3.3609,-1.2754,0.2517,-0.1375,-0.8904,-0.5081,0.0,-11.81,42.06,-10.69,172.39,88.46,-40.41,0.0,,,,NaN,,,,0 / 0,7725,2020-12-03 18:29:23:691
0.7175,-8.8591,0.0797,0.3828,-9.7963,-0.2357,-0.7555,0.4015,0.3926,-0.6309,-1.2844,-0.2867,0.0,-15.75,42.25,-6.5,237.67,87.37,-121.62,0.0,,,,NaN,,,,0 / 0,7825,2020-12-03 18:29:23:791
-0.4338,-8.877,0.9375,0.4883,-9.7364,-1.0649,-1.1061,0.9496,2.026,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,7925,2020-12-03 18:29:23:891
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8233,2020-12-03 18:29:24:199
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8234,2020-12-03 18:29:24:200
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8234,2020-12-03 18:29:24:200
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8235,2020-12-03 18:29:24:201
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8238,2020-12-03 18:29:24:204
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8238,2020-12-03 18:29:24:204
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8239,2020-12-03 18:29:24:205
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8239,2020-12-03 18:29:24:205
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8239,2020-12-03 18:29:24:205
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8239,2020-12-03 18:29:24:205
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8239,2020-12-03 18:29:24:205
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8239,2020-12-03 18:29:24:205
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8240,2020-12-03 18:29:24:206
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8240,2020-12-03 18:29:24:206
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8240,2020-12-03 18:29:24:206
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8240,2020-12-03 18:29:24:206
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8240,2020-12-03 18:29:24:206
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8240,2020-12-03 18:29:24:206
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8241,2020-12-03 18:29:24:207
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8241,2020-12-03 18:29:24:207
-0.5369,-11.2374,0.3446,0.413,-9.6584,-1.6474,-0.1776,-1.1288,2.0887,-0.4713,-0.9841,-0.0184,0.0,-16.75,42.94,-0.69,266.41,83.14,-155.37,0.0,,,,NaN,,,,0 / 0,8253,2020-12-03 18:29:24:219
