ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.035,-8.955,-1.1059,-0.266,-9.759,0.928,-2.5582,-3.4113,-0.3102,-0.3594,0.3895,0.1608,0.0,-9.87,40.0,3.94,39.01,84.35,15.99,0.0,,,,NaN,,,,0 / 0,12135,2020-12-03 18:29:28:101
-0.035,-8.955,-1.1059,-0.3507,-9.78,0.6308,1.5275,2.6211,-1.8076,-0.0672,0.3176,0.2108,0.0,-13.87,38.69,-0.87,55.38,85.78,29.07,0.0,,,,NaN,,,,0 / 0,12235,2020-12-03 18:29:28:201
-1.0813,-15.7681,-2.5505,0.3188,-9.587,2.039,-0.2697,-4.8777,-4.5103,1.4456,1.2763,0.7394,0.0,-11.62,38.06,-11.94,118.39,77.85,-8.89,0.0,,,,NaN,,,,0 / 0,12335,2020-12-03 18:29:28:301
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20447,2020-12-03 18:29:36:413
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20447,2020-12-03 18:29:36:413
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20447,2020-12-03 18:29:36:413
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20448,2020-12-03 18:29:36:414
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20448,2020-12-03 18:29:36:414
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20461,2020-12-03 18:29:36:427
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20462,2020-12-03 18:29:36:428
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20462,2020-12-03 18:29:36:428
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20462,2020-12-03 18:29:36:428
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20462,2020-12-03 18:29:36:428
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20463,2020-12-03 18:29:36:429
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20466,2020-12-03 18:29:36:432
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20466,2020-12-03 18:29:36:432
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20466,2020-12-03 18:29:36:432
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20467,2020-12-03 18:29:36:433
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20467,2020-12-03 18:29:36:433
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20467,2020-12-03 18:29:36:433
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20467,2020-12-03 18:29:36:433
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20467,2020-12-03 18:29:36:433
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20467,2020-12-03 18:29:36:433
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20467,2020-12-03 18:29:36:433
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20467,2020-12-03 18:29:36:433
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20468,2020-12-03 18:29:36:434
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20468,2020-12-03 18:29:36:434
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20468,2020-12-03 18:29:36:434
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20468,2020-12-03 18:29:36:434
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20468,2020-12-03 18:29:36:434
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20468,2020-12-03 18:29:36:434
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20468,2020-12-03 18:29:36:434
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20468,2020-12-03 18:29:36:434
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20469,2020-12-03 18:29:36:435
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20470,2020-12-03 18:29:36:436
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20470,2020-12-03 18:29:36:436
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20470,2020-12-03 18:29:36:436
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20470,2020-12-03 18:29:36:436
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20470,2020-12-03 18:29:36:436
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20472,2020-12-03 18:29:36:438
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20472,2020-12-03 18:29:36:438
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20473,2020-12-03 18:29:36:439
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20473,2020-12-03 18:29:36:439
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20473,2020-12-03 18:29:36:439
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20473,2020-12-03 18:29:36:439
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20473,2020-12-03 18:29:36:439
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20473,2020-12-03 18:29:36:439
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20474,2020-12-03 18:29:36:440
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20474,2020-12-03 18:29:36:440
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20474,2020-12-03 18:29:36:440
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20474,2020-12-03 18:29:36:440
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20474,2020-12-03 18:29:36:440
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20474,2020-12-03 18:29:36:440
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20475,2020-12-03 18:29:36:441
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20475,2020-12-03 18:29:36:441
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20475,2020-12-03 18:29:36:441
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20475,2020-12-03 18:29:36:441
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20475,2020-12-03 18:29:36:441
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20475,2020-12-03 18:29:36:441
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20475,2020-12-03 18:29:36:441
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20475,2020-12-03 18:29:36:441
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20476,2020-12-03 18:29:36:442
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20476,2020-12-03 18:29:36:442
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20476,2020-12-03 18:29:36:442
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20476,2020-12-03 18:29:36:442
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20476,2020-12-03 18:29:36:442
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20476,2020-12-03 18:29:36:442
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20476,2020-12-03 18:29:36:442
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20476,2020-12-03 18:29:36:442
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20477,2020-12-03 18:29:36:443
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20477,2020-12-03 18:29:36:443
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20477,2020-12-03 18:29:36:443
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20477,2020-12-03 18:29:36:443
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20477,2020-12-03 18:29:36:443
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20477,2020-12-03 18:29:36:443
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20477,2020-12-03 18:29:36:443
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20477,2020-12-03 18:29:36:443
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20478,2020-12-03 18:29:36:444
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20478,2020-12-03 18:29:36:444
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20478,2020-12-03 18:29:36:444
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20478,2020-12-03 18:29:36:444
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20478,2020-12-03 18:29:36:444
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20478,2020-12-03 18:29:36:444
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20478,2020-12-03 18:29:36:444
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20478,2020-12-03 18:29:36:444
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20479,2020-12-03 18:29:36:445
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20479,2020-12-03 18:29:36:445
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20479,2020-12-03 18:29:36:445
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20479,2020-12-03 18:29:36:445
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20479,2020-12-03 18:29:36:445
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20479,2020-12-03 18:29:36:445
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20479,2020-12-03 18:29:36:445
-0.488,-9.5896,2.7711,0.2592,-9.7964,0.3631,-1.9361,2.0002,1.9707,-0.0991,1.2353,0.8879,0.0,-7.62,38.63,-16.5,189.95,87.39,-35.52,0.0,,,,NaN,,,,0 / 0,20479,2020-12-03 18:29:36:445
