ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.4062,9.3401,-0.4765,1.8837,9.6179,-0.3433,0.1562,-0.309,-0.1356,-0.0777,-0.2342,-0.0039,0.0,-27.9,-34.14,22.86,35.79,-78.74,-100.33,0.0,995.36,55.27,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,44559,2020-12-05 13:03:15:405
2.1525,8.9402,-0.85,1.8028,9.6162,-0.6697,0.2683,-0.5275,-0.1779,0.18,0.1115,0.0737,0.0,-27.72,-34.68,23.1,23.84,-78.69,-110.38,0.0,995.43,63.796,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,45060,2020-12-05 13:03:15:906
1.415,8.9833,-0.577,1.6692,9.6413,-0.6548,-0.1417,-0.4162,0.0849,-0.0728,0.3333,-0.0974,0.0,-29.52,-34.26,21.24,16.63,-79.46,-111.42,0.0,995.29,49.459,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,45559,2020-12-05 13:03:16:405
2.4134,9.0049,-0.9194,1.4885,9.6771,-0.5555,0.9058,-1.0122,-0.3854,0.1782,0.2136,0.0663,0.0,-35.22,-32.58,19.5,10.85,-80.68,-110.47,0.0,995.31,67.548,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,46059,2020-12-05 13:03:16:905
-0.316,8.8277,1.2211,0.697,9.7457,0.84,-0.5485,-1.3969,0.2111,-0.6129,0.0205,-0.3979,0.0,-32.46,-35.46,11.4,75.82,-83.61,-39.68,0.0,995.35,67.728,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,46559,2020-12-05 13:03:17:405
-1.6137,9.886,3.8811,-1.6068,8.7244,4.1802,0.084,5.105,0.5749,-0.2066,0.0462,-0.2104,0.0,-22.02,-37.5,-10.32,114.92,-68.26,17.93,0.0,995.33,37.508,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,47059,2020-12-05 13:03:17:905
0.0479,10.6761,3.9889,-0.9483,9.0046,3.7667,0.91,1.2453,-0.0052,0.4629,0.0505,0.2154,0.0,-23.22,-37.5,-15.3,103.96,-66.67,14.13,0.0,995.36,62.405,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,47559,2020-12-05 13:03:18:405
-0.8572,9.9674,3.6106,-1.3291,9.046,3.5458,-0.0476,1.9724,0.5651,-0.2598,-0.2696,-0.3527,0.0,-25.44,-37.08,-9.18,118.8,-67.29,20.55,0.0,995.26,37.944,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,48059,2020-12-05 13:03:18:905
-2.7223,10.1517,4.8125,-2.1489,8.5598,4.2758,0.085,1.0317,0.381,-0.3661,0.2233,0.0877,0.0,-20.82,-37.08,-12.42,122.73,-63.25,26.76,0.0,995.24,32.593,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,48559,2020-12-05 13:03:19:405
-1.0966,9.1174,4.609,-1.8561,8.5972,4.3374,0.7954,0.4939,-0.2241,-0.0686,0.1256,0.1586,0.0,-22.26,-34.98,-18.6,109.02,-61.12,24.14,0.0,995.28,34.523,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,49059,2020-12-05 13:03:19:905
-2.5786,14.21,5.3416,-1.4987,8.5722,4.5213,-0.5628,4.7017,1.9169,0.5197,0.2215,0.6283,0.0,-23.04,-34.08,-19.98,106.22,-59.45,21.07,0.0,995.35,40.381,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,49559,2020-12-05 13:03:20:405
0.4166,6.0719,1.1421,0.2327,9.7773,0.7218,-0.6493,-2.5801,0.5448,0.8013,0.9741,0.5269,0.0,-34.26,-37.62,-7.14,64.97,-85.56,-17.87,0.0,995.24,57.666,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,50059,2020-12-05 13:03:20:905
2.6888,9.5172,1.7191,1.7894,9.6165,0.7008,1.2873,-1.2365,0.6544,0.5515,0.8256,-0.0241,0.0,-23.22,-36.78,-13.8,347.91,-79.68,-67.61,0.0,995.18,58.394,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,50558,2020-12-05 13:03:21:404
-0.5148,9.1796,1.2211,-0.021,9.7778,0.7515,-0.5512,-0.4401,0.8144,-0.4052,1.3382,-0.1743,0.0,-15.72,-37.2,-10.68,27.57,-88.25,-29.48,0.0,995.24,62.607,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,51058,2020-12-05 13:03:21:904
2.5068,9.5795,0.3759,0.594,9.7831,-0.3289,1.9559,-1.1086,-0.0039,0.5924,0.4579,0.1739,0.0,-9.36,-38.76,-9.6,120.87,-88.83,75.98,0.0,995.27,62.186,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,51558,2020-12-05 13:03:22:404
1.3169,9.8022,1.597,0.8537,9.7508,0.6027,-0.4586,-2.7739,-0.7201,-0.3532,1.0156,-0.3961,0.0,-4.98,-40.44,-11.94,313.99,-83.88,-54.78,0.0,995.31,58.69,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,52058,2020-12-05 13:03:22:904
1.0583,10.5659,-0.6465,1.2713,9.7239,0.0103,-0.9625,-1.5929,-0.5107,0.3193,-1.1432,0.0609,0.0,-5.88,-42.42,-8.52,273.69,-82.55,-89.53,0.0,995.27,63.991,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,52558,2020-12-05 13:03:23:404
1.5563,7.5659,0.5674,1.4354,9.6649,0.8356,-3.88,-1.9195,-0.7398,0.232,-0.0326,-0.4278,0.0,-12.12,-40.98,-17.76,322.04,-80.25,-59.8,0.0,995.31,59.327,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,53059,2020-12-05 13:03:23:905
0.8548,10.7958,0.0,1.531,9.6497,-0.8428,0.1833,1.4502,0.0431,0.4458,-1.3289,-0.0033,0.0,-16.26,-43.8,-13.32,289.82,-81.67,-103.82,0.0,995.27,58.161,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,53559,2020-12-05 13:03:24:405
-0.352,8.04,-0.6512,0.8515,9.6923,-1.2268,-1.2034,-1.6523,0.5756,-0.14,-1.3747,0.1146,0.0,-29.7,-42.06,-4.14,305.13,-80.77,-126.35,0.0,995.33,52.319,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,54059,2020-12-05 13:03:24:905
1.1732,9.3257,1.3552,1.1111,9.7038,-0.879,0.4069,-0.4882,1.6141,0.4177,1.1109,0.1207,0.0,-33.96,-39.66,-3.6,289.56,-82.63,-145.4,0.0,995.27,50.336,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,54559,2020-12-05 13:03:25:405
0.5531,11.8181,-0.8811,1.1451,9.7394,0.0466,-0.343,-1.7497,-2.2493,-0.5756,2.4176,-0.448,0.0,-22.98,-42.84,-7.92,315.39,-80.55,-108.72,0.0,995.29,50.26,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,55059,2020-12-05 13:03:25:905
-0.2825,10.1134,0.498,0.3984,9.7175,1.2577,-0.8844,1.6409,-0.8195,0.4305,1.8989,0.0181,0.0,0.72,-39.3,-11.28,318.58,-82.27,-17.58,0.0,995.3,53.262,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,55559,2020-12-05 13:03:26:405
1.5371,10.1326,-1.1612,1.9488,9.6109,0.052,0.0671,-0.4791,0.4963,0.2014,0.566,-0.2092,0.0,-0.6,-37.8,7.5,130.21,-78.53,-88.47,0.0,995.28,58.78,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,56059,2020-12-05 13:03:26:905
2.0663,11.9618,-0.8763,0.6514,9.779,0.3421,1.5273,3.1812,-1.908,0.1019,0.6662,0.172,0.0,5.28,-37.32,11.04,161.61,-86.76,-45.93,0.0,995.3,49.531,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,56559,2020-12-05 13:03:27:405
2.3153,8.8899,1.3216,1.3631,9.7096,0.1893,0.8636,-0.4821,-0.0935,0.0292,0.7279,0.012,0.0,-3.6,-36.24,24.36,100.25,-81.93,-82.1,0.0,995.28,53.18,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,57059,2020-12-05 13:03:27:905
2.3799,8.4949,-1.1923,1.0628,9.7474,0.1677,0.4815,-1.1663,-1.8676,0.5038,-0.619,-0.2348,0.0,1.68,-38.94,17.04,118.3,-83.7,-81.04,0.0,995.29,53.594,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,57559,2020-12-05 13:03:28:405
0.4717,9.443,0.1437,1.18,9.7289,-0.3552,0.7283,-0.238,1.3632,0.0774,-1.357,-0.1346,0.0,7.14,-39.3,12.72,118.43,-82.78,-106.75,0.0,995.32,54.076,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,58059,2020-12-05 13:03:28:905
0.1437,9.5125,-1.6616,0.4289,9.7468,-0.9933,-0.812,-0.22,-0.551,0.2075,-0.3778,-0.0955,0.0,7.8,-38.4,11.1,77.05,-83.67,-156.64,0.0,995.29,50.32,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,58559,2020-12-05 13:03:29:405
1.0128,9.9674,-1.8843,-0.0295,9.6829,-1.5529,-0.1501,0.069,0.0038,0.0359,-0.4364,-0.007,0.0,9.6,-39.3,9.06,77.38,-81.02,-177.34,0.0,995.29,47.669,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,59059,2020-12-05 13:03:29:905
-1.2067,9.0767,-1.9896,-0.4152,9.637,-1.7679,-0.8945,-0.0743,-0.2241,-0.371,0.0596,0.1201,0.0,7.02,-39.3,4.14,116.63,-77.96,170.27,0.0,995.3,59.531,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,59559,2020-12-05 13:03:30:405
1.5275,9.0839,1.3743,0.4594,9.7018,-1.354,0.5438,-1.6858,3.03,-0.173,0.9374,0.161,0.0,4.08,-37.68,4.92,98.94,-81.23,175.73,0.0,995.28,53.743,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,60059,2020-12-05 13:03:30:905
1.9825,9.4143,-0.6872,1.4166,9.6816,-0.6561,0.5659,-0.2673,-0.031,0.2436,0.5556,0.0871,0.0,3.78,-39.66,3.54,137.57,-81.73,-113.78,0.0,995.27,55.439,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,60559,2020-12-05 13:03:31:405
0.4405,9.3257,-0.8428,1.0848,9.6937,-1.0128,-0.2995,-0.4733,0.0168,0.1379,-0.8151,0.1647,0.0,-0.18,-37.74,6.96,101.37,-81.3,-133.03,0.0,995.28,48.52,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,61059,2020-12-05 13:03:31:905
1.8484,9.5579,-0.5076,1.2453,9.7117,-0.549,0.4043,0.0617,-0.0209,-0.5023,-1.7137,0.2001,0.0,-4.44,-39.9,-5.7,238.68,-82.02,-113.79,0.0,995.29,47.879,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,61558,2020-12-05 13:03:32:404
1.5922,9.625,0.5674,1.6999,9.6408,-0.5799,-0.8595,0.1877,1.2982,-0.0331,-1.2452,0.1103,0.0,-17.82,-38.76,-8.64,295.22,-79.45,-108.84,0.0,995.3,49.198,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,62058,2020-12-05 13:03:32:904
-0.4166,10.4127,-0.3041,0.7847,9.7666,0.4109,-0.9284,-0.8551,0.1063,0.13,0.205,-0.1768,0.0,-23.94,-34.98,-9.42,350.92,-82.36,-76.8,0.0,995.3,55.096,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,62558,2020-12-05 13:03:33:404
0.8141,8.6409,-0.1772,0.8276,9.7708,0.1261,2.2275,-0.3733,-1.4286,0.213,-0.1646,0.1586,0.0,-21.54,-34.74,-8.34,9.39,-85.16,-61.84,0.0,995.29,53.095,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,63059,2020-12-05 13:03:33:905
0.5291,10.1852,-0.0599,2.1265,9.5717,0.1742,-2.3491,0.5656,0.6542,-0.6232,-2.0198,-0.2641,0.0,-27.0,-34.5,2.16,348.95,-78.28,-102.25,0.0,995.26,54.676,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,63559,2020-12-05 13:03:34:405
1.6975,9.6992,1.3408,1.6923,9.6576,0.1931,0.0052,0.0416,1.1477,-0.1321,-1.2116,-0.0393,0.0,-25.32,-33.84,11.04,30.28,-80.3,-89.92,0.0,995.28,61.517,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,64059,2020-12-05 13:03:34:905
-3.5986,11.8828,3.2754,-1.2281,9.4924,2.1344,-0.673,1.4925,0.2096,-1.0747,-0.2831,-0.8677,2.0,-8.4,-35.7,3.18,160.57,-75.46,29.91,0.0,995.38,61.514,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,64559,2020-12-05 13:03:35:405
-1.4342,9.0168,2.3799,-1.8121,9.2674,2.6461,0.1433,-0.1859,0.1408,0.8544,0.1745,0.552,4.0,-11.82,-34.5,7.02,165.5,-70.91,34.4,0.0,995.45,57.487,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,65059,2020-12-05 13:03:35:905
0.4621,8.1764,-0.1652,0.9348,9.7508,-0.467,-0.4727,-1.5744,0.3017,0.3706,0.3467,0.2404,1.0,-21.0,-34.02,17.4,121.47,-87.4,-8.4,0.0,995.22,54.033,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,65558,2020-12-05 13:03:36:404
-0.4669,9.4646,-0.7757,0.0271,9.8066,-0.0139,-0.5276,1.0155,-0.5607,-0.5371,1.263,-0.2183,0.0,-21.66,-35.34,13.02,3.43,-89.82,-117.17,0.0,995.16,53.025,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,66058,2020-12-05 13:03:36:904
-0.5962,8.2674,-1.6353,1.1722,9.6847,-1.0015,-1.663,-0.8977,-0.4877,-0.2879,-2.0943,0.205,0.0,-24.84,-34.5,15.84,350.24,-80.95,-130.51,0.0,995.25,51.815,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,66558,2020-12-05 13:03:37:404
-0.8164,10.1924,1.0343,1.2092,9.7194,-0.4906,-0.6394,0.461,1.8841,-0.0851,-1.3808,0.3883,0.0,-13.8,-35.34,19.56,331.72,-82.56,-168.04,0.0,995.31,56.496,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,67058,2020-12-05 13:03:37:904
1.9753,7.1972,-2.0878,1.0754,9.744,-0.2627,1.3715,-1.4071,-2.1771,-0.7308,-0.0491,-0.2476,0.0,-11.34,-34.44,24.12,59.01,-83.52,-103.73,0.0,995.31,47.951,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,67559,2020-12-05 13:03:38:405
3.9314,12.5963,-0.5004,0.0529,9.7521,1.0315,3.8785,2.8442,-1.5319,0.9241,1.577,-0.2965,0.0,-17.94,-37.62,20.28,140.38,-83.95,-2.93,0.0,995.29,61.76,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,68059,2020-12-05 13:03:38:905
1.5659,7.8029,-2.4805,1.3102,9.6946,-0.6846,0.5908,0.4476,-0.3329,-0.396,0.6094,-0.944,0.0,-30.9,-35.28,22.8,12.55,-79.01,-116.4,0.0,995.28,60.419,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,68559,2020-12-05 13:03:39:405
2.933,11.8732,1.1732,0.4601,9.7626,0.8059,1.4434,2.8049,0.1015,0.1782,0.899,0.3376,0.0,-30.66,-41.64,-2.94,61.31,-84.57,-29.72,0.0,995.34,61.768,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,69059,2020-12-05 13:03:39:905
3.4693,8.7702,-0.9314,2.7655,9.3868,-0.6407,0.4141,-2.1202,0.1284,0.0493,0.6167,0.1219,0.0,-36.9,-38.76,-2.22,335.67,-73.17,-103.04,0.0,995.4,59.684,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,69559,2020-12-05 13:03:40:405
2.9258,10.0943,-0.3591,2.5804,9.4599,-0.1485,0.4675,0.3806,-0.0215,0.2118,0.1781,0.0285,0.0,-32.82,-41.04,-7.14,336.66,-74.72,-93.29,0.0,995.27,43.033,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,70059,2020-12-05 13:03:40:905
-3.6632,6.85,-0.1269,-0.0534,9.8065,-0.005,-2.2163,-1.0434,0.3187,0.1715,-0.0424,-0.5946,0.0,-25.92,-44.4,-4.68,174.54,-89.69,95.37,0.0,995.27,48.037,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,70559,2020-12-05 13:03:41:405
6.8213,11.5021,0.9026,0.1876,9.7782,-0.7228,2.9896,-5.7055,1.5177,0.6235,1.0419,1.304,0.0,-21.96,-48.12,-9.06,253.83,-85.63,-165.45,0.0,995.29,54.168,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,71060,2020-12-05 13:03:41:906
6.352,8.8301,-0.8476,4.4841,8.6822,-0.8259,1.3795,-0.1059,-0.1246,0.0273,0.5844,0.2093,3.0,-31.2,-43.08,-4.38,303.65,-62.29,-100.44,0.0,995.33,48.504,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,71559,2020-12-05 13:03:42:405
4.2642,9.3951,0.261,4.3259,8.7996,-0.1558,-0.0617,0.5956,0.4168,-0.0044,-0.2947,-0.503,3.0,-28.56,-43.8,-8.34,304.98,-63.81,-92.06,0.0,995.32,43.281,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,72059,2020-12-05 13:03:42:905
1.518,10.8676,-3.2754,3.3974,9.1964,-0.2319,-2.672,0.3137,-3.3667,0.0903,-0.2269,-0.3631,1.0,-25.08,-46.98,-7.5,298.93,-67.36,-92.23,0.0,995.27,40.745,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,72559,2020-12-05 13:03:43:405
2.9354,12.5077,-1.5084,1.7059,9.6249,-0.7886,1.2606,8.7751,0.1589,-1.8902,3.4359,0.6992,0.0,-21.18,-47.58,-4.98,252.46,-77.83,-157.38,0.0,995.28,50.315,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,73059,2020-12-05 13:03:43:905
-0.0024,11.8181,-2.1022,1.8139,9.6374,0.0372,0.8773,0.8208,-4.8737,-0.3819,1.6528,-0.0418,0.0,-9.78,-44.1,-9.12,282.1,-80.45,-93.21,0.0,995.27,54.782,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,73559,2020-12-05 13:03:44:405
2.8061,10.0272,-0.4549,0.2392,9.6159,1.9098,5.2748,11.674,2.8332,-0.8578,1.0889,-0.9605,0.0,-0.54,-36.0,-14.4,353.61,-78.68,-7.14,0.0,995.32,66.167,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,74059,2020-12-05 13:03:44:905
-3.1509,12.5149,-1.3599,0.5338,9.7829,-0.4241,4.8126,2.1933,-0.0667,-0.9653,0.1036,-0.2739,0.0,-3.3,-36.66,-3.06,243.62,-86.01,-128.47,0.0,995.29,59.481,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,74559,2020-12-05 13:03:45:405
4.1421,9.5364,0.929,1.0833,9.7463,-0.0819,2.5201,-0.3751,1.3197,0.2839,0.6454,0.2661,0.0,-6.78,-34.74,7.92,69.46,-85.85,-82.34,0.0,995.33,52.295,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,75059,2020-12-05 13:03:45:905
1.1588,9.613,-0.407,1.7896,9.6414,-0.1063,-0.9157,-0.117,-0.3606,-0.071,-0.288,-0.0332,0.0,-10.92,-34.92,13.44,65.04,-79.52,-95.18,0.0,995.32,44.324,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,75559,2020-12-05 13:03:46:405
1.0846,9.6489,-0.3735,1.3504,9.7126,-0.1097,-0.3113,-0.0661,-0.3093,-0.0209,-0.2715,-0.0234,0.0,-7.68,-35.76,8.94,66.35,-82.06,-94.64,0.0,995.31,42.505,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,76058,2020-12-05 13:03:46:904
0.6417,9.455,-0.5387,0.9442,9.7503,-0.4586,-0.3025,-0.2953,-0.0801,0.1813,-0.7217,-0.01,0.0,-6.72,-35.22,5.64,24.55,-83.86,-115.91,0.0,995.33,39.895,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,76558,2020-12-05 13:03:47:404
0.2107,9.9386,-1.1804,1.0762,9.7115,-0.8356,-0.8655,0.2271,-0.3447,-0.0997,-1.1859,0.1531,0.0,-8.28,-36.78,0.3,282.82,-82.01,-127.83,0.0,995.34,51.488,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,77059,2020-12-05 13:03:47:905
1.1636,10.6497,0.6129,1.6345,9.6567,-0.4967,-0.4733,-0.307,0.4081,0.1458,-0.7608,0.2795,0.0,-12.54,-36.96,-0.24,332.44,-81.51,-106.06,0.0,995.35,50.876,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,77559,2020-12-05 13:03:48:405
-0.9649,10.4319,1.3192,0.5851,9.7179,1.179,-1.9786,0.1249,0.6527,0.6895,1.172,0.2808,0.0,-11.58,-35.88,-5.46,33.1,-81.82,-47.0,0.0,995.35,62.552,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,78059,2020-12-05 13:03:48:905
0.7111,9.3616,0.8955,0.5443,9.7797,-0.4817,-1.6313,-2.5777,0.3572,-0.0649,0.756,-1.0185,0.0,-7.8,-36.6,6.48,20.01,-86.18,-111.74,0.0,995.33,62.032,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,78559,2020-12-05 13:03:49:405
2.0399,9.1725,1.597,0.7636,9.7755,-0.1622,3.3689,0.4002,1.163,1.3254,2.861,0.6968,0.0,-7.02,-35.1,10.5,161.95,-87.5,12.36,0.0,995.34,59.857,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,79059,2020-12-05 13:03:49:905
2.8827,8.7439,-0.328,2.3622,9.5121,-0.3308,0.5205,-0.7682,0.0028,0.1855,-0.0546,-0.1071,0.0,-19.2,-31.5,19.14,50.65,-75.92,-97.97,0.0,995.31,52.752,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,79559,2020-12-05 13:03:50:405
0.9457,8.356,-1.1732,1.3236,9.7149,-0.1948,-0.172,0.5517,-0.0902,0.1513,0.7279,0.1134,0.0,-20.22,-31.74,18.36,39.88,-82.16,-98.37,0.0,995.41,49.775,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,80058,2020-12-05 13:03:50:904
4.0128,9.0336,-0.1077,2.3599,9.5125,-0.3377,1.5069,-0.3304,0.3664,0.1379,0.3272,0.1201,0.0,-27.3,-28.92,16.38,35.95,-78.09,-95.59,0.0,995.36,56.647,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,80559,2020-12-05 13:03:51:405
2.071,8.9713,-1.348,3.3403,9.1765,-0.8969,-1.4129,0.0199,-0.463,-0.1132,-0.5121,0.026,0.0,-24.54,-29.34,20.22,43.03,-68.74,-101.01,0.0,995.31,51.982,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,81059,2020-12-05 13:03:51:905
1.1181,9.8309,-0.8236,2.1564,9.5196,-0.9473,-1.0382,0.3113,0.1236,-0.1999,-0.0247,-0.1377,0.0,-18.24,-32.64,17.64,31.94,-73.99,-115.09,0.0,995.28,54.053,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,81558,2020-12-05 13:03:52:404
-1.3288,9.6154,0.5555,0.6953,9.7787,0.2522,-1.167,-0.204,-0.0678,-0.4418,-0.0424,-0.4285,0.0,-16.98,-32.58,16.26,45.02,-82.94,-95.55,0.0,995.28,52.858,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,82058,2020-12-05 13:03:52:904
3.6728,9.4885,0.0862,1.2161,9.7309,-0.0313,2.1287,-0.9152,-0.5409,0.1373,0.081,0.4738,0.0,-22.68,-30.6,15.18,36.66,-82.87,-91.48,0.0,995.29,50.877,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,82558,2020-12-05 13:03:53:404
2.4158,10.3672,-0.407,2.6203,9.4362,-0.5119,-0.068,0.8137,0.4544,-0.0203,-0.6765,0.0309,0.0,-22.26,-30.48,17.52,40.17,-74.2,-101.05,0.0,995.32,58.906,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,83060,2020-12-05 13:03:53:906
2.7774,9.5699,-0.1484,2.4837,9.4835,-0.2539,0.1739,0.0792,0.0336,-0.0234,0.3895,-0.0937,0.0,-21.3,-30.78,16.32,44.79,-75.25,-95.84,0.0,995.33,50.745,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,83558,2020-12-05 13:03:54:404
1.3264,9.2347,-1.0463,2.0195,9.5807,-0.5496,-0.6931,-0.346,-0.4967,0.0041,0.2374,-0.1279,0.0,-20.7,-30.96,17.7,31.42,-78.17,-106.64,0.0,995.31,46.392,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,84058,2020-12-05 13:03:54:904
0.34,10.2738,-0.1628,1.2949,9.7168,-0.2766,-0.5958,0.7821,0.2454,0.1257,0.3657,0.3736,0.0,-19.98,-32.64,14.04,28.1,-82.24,-102.06,0.0,995.32,48.792,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,84559,2020-12-05 13:03:55:405
3.7542,9.0791,0.3927,2.4261,9.4953,-0.3513,1.2898,-0.4306,0.4974,0.0408,0.3638,0.045,0.0,-27.84,-28.5,15.18,21.91,-77.12,-100.99,0.0,995.33,51.165,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,85059,2020-12-05 13:03:55:905
1.4461,10.02,0.6704,2.1491,9.5572,0.4606,-0.5066,0.3049,0.2601,-0.3642,-0.3729,-0.3991,0.0,-24.54,-31.02,13.02,43.46,-75.45,-86.08,0.0,995.3,64.204,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,85559,2020-12-05 13:03:56:405
-0.4022,10.0464,0.3783,0.6271,9.7785,0.3964,-0.6749,0.1026,0.2859,-0.0997,-0.9636,-0.288,0.0,-17.7,-32.82,14.1,69.12,-83.36,-67.93,0.0,995.28,49.243,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,86059,2020-12-05 13:03:56:905
1.8053,9.8453,0.2777,0.4362,9.7952,-0.1857,0.3731,-0.9124,-0.1783,0.1654,0.2924,0.271,0.0,-19.08,-31.8,17.52,21.67,-87.23,-113.06,0.0,995.29,45.658,55.701344,13.16937,239.35,NaN,,,61.135483,,0 / 3,86559,2020-12-05 13:03:57:405
