ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.2785,3.4717,9.5508,0.6819,3.8319,9.0012,0.1394,-0.4153,0.3556,-0.294,-1.2415,-1.1419,7.0,2.4,-1.92,-45.66,346.15,-23.73,-2.62,3.1,995.67,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,41,2020-12-05 14:43:22:714
0.5052,3.5292,9.048,0.6312,3.6871,9.0652,-0.7174,-0.0718,0.2965,-0.1571,0.0425,-0.7308,7.0,-0.66,0.3,-46.8,350.41,-22.6,-4.76,3.1,995.67,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,141,2020-12-05 14:43:22:814
-0.7877,2.502,9.7591,-0.081,3.4474,9.1804,-1.0565,-0.842,-0.3565,-0.407,0.07,-0.9538,8.0,0.9,0.78,-47.1,352.96,-21.74,-1.54,3.1,995.67,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,242,2020-12-05 14:43:22:915
-0.9457,2.1189,9.9769,-0.2918,3.2179,9.2591,-0.5105,-0.9762,1.0867,-0.2011,-0.3741,-0.5897,8.0,0.36,2.1,-47.46,3.35,-20.27,1.29,3.1,995.68,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,341,2020-12-05 14:43:23:014
-0.2897,2.7079,10.0248,-0.2339,3.1589,9.281,-0.152,-0.2683,0.4795,-0.1773,-0.1817,-0.5378,8.0,-0.36,2.22,-47.82,3.76,-19.1,1.38,3.1,995.66,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,441,2020-12-05 14:43:23:114
-0.8548,2.8181,9.5268,-0.2874,3.0806,9.3058,-0.5517,-0.2374,0.1815,-0.0325,-0.2159,-0.66,8.0,-1.8,3.06,-47.82,7.79,-18.36,1.56,3.1,995.66,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,541,2020-12-05 14:43:23:214
-0.9002,3.0527,9.3281,-0.4097,3.1491,9.2782,-0.4906,-0.0964,0.0499,0.2344,-0.2904,-0.6154,8.0,-2.64,3.3,-47.58,15.83,-18.45,2.51,3.1,995.66,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,642,2020-12-05 14:43:23:315
-1.0152,3.364,9.0192,-0.526,3.2847,9.2252,-0.4006,-0.0046,-0.1605,0.1703,-0.2586,-0.6343,8.0,-3.42,1.56,-47.46,18.68,-18.87,3.04,3.1,995.66,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,741,2020-12-05 14:43:23:414
-0.8021,3.6297,9.1773,-0.4647,3.436,9.1733,-0.4476,0.1914,-0.0822,0.2595,-0.528,-0.7424,8.0,-5.04,0.3,-48.36,25.26,-20.07,3.25,3.1,995.67,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,841,2020-12-05 14:43:23:514
-0.5196,4.008,9.3784,-0.1557,3.7303,9.0681,-0.3638,0.2777,0.3103,0.4574,-0.9862,-0.7907,8.0,-7.14,-0.96,-48.78,29.87,-20.8,2.61,3.1,995.68,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,942,2020-12-05 14:43:23:615
0.9793,3.1437,9.3975,0.8197,3.9192,8.952,0.1596,-0.7755,0.4455,0.4464,-2.9171,-0.6062,8.0,-13.08,-3.66,-46.86,38.15,-23.01,-1.65,3.1,995.67,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1041,2020-12-05 14:43:23:714
5.8899,1.0535,7.123,3.842,4.1156,8.0294,2.048,-3.0621,-0.9065,0.8874,-3.8682,1.1189,9.0,-28.8,-6.42,-37.92,35.42,-24.97,-18.11,3.1,995.66,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1142,2020-12-05 14:43:23:815
4.4581,-1.324,10.3983,5.5855,3.6245,7.1997,-0.1697,-6.5265,2.3252,3.6394,1.982,5.1371,9.0,-34.86,-4.56,-32.76,32.52,-24.03,-35.49,3.1,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1241,2020-12-05 14:43:23:914
3.0958,0.7135,6.1341,7.204,1.8279,6.3977,-4.2009,-0.8532,-0.2278,1.0878,-0.8536,4.3546,13.0,-36.06,2.28,-30.6,13.65,-18.65,-42.25,3.1,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1342,2020-12-05 14:43:24:015
7.4821,4.4031,7.9322,6.0643,-2.8984,7.141,1.6964,7.966,0.8611,-5.5719,1.6686,3.8476,13.0,-29.04,21.42,-30.84,15.15,17.19,-40.34,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1442,2020-12-05 14:43:24:115
17.1262,-5.9737,9.036,2.3181,-7.7372,5.5618,14.5973,9.5112,3.6029,-5.7154,5.5146,-0.1304,4.0,-11.28,41.82,-17.58,2.17,35.27,-34.11,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1541,2020-12-05 14:43:24:214
9.8931,-16.2954,-2.5547,0.3182,-9.5229,2.3202,9.5253,0.6149,-2.0897,-4.0594,6.2202,-0.2189,4.0,-6.3,48.36,1.44,27.59,76.18,-7.81,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1641,2020-12-05 14:43:24:314
1.2785,-5.6146,1.9346,-1.5214,-9.6592,0.7447,2.8,4.0447,1.1899,-0.9562,1.6711,-0.2489,5.0,-5.34,48.06,10.2,343.04,80.26,55.55,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1742,2020-12-05 14:43:24:415
-2.3871,-10.4606,1.415,-0.8711,-9.7679,-0.0083,-0.5823,1.4238,0.207,-1.534,1.4884,-1.6679,5.0,-4.2,47.46,12.06,303.75,84.9,90.55,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1842,2020-12-05 14:43:24:515
1.9609,-13.0512,1.755,-0.123,-9.8025,-0.2549,1.6851,-4.6938,0.7169,1.2118,-0.3045,1.2954,0.0,-12.84,45.36,17.82,305.06,84.9,90.55,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,1941,2020-12-05 14:43:24:614
-4.2858,-5.6026,2.0112,-2.214,-9.4941,1.0632,-1.8299,3.8153,0.8108,2.1544,2.0052,2.7713,0.0,-4.5,48.96,8.46,342.95,80.15,59.34,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2042,2020-12-05 14:43:24:715
1.3743,-3.5004,-0.2322,-3.7288,-8.8674,1.9066,6.7063,5.5349,-1.0251,-0.3007,0.8098,0.3431,0.0,5.34,48.24,2.22,344.52,67.77,61.55,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2142,2020-12-05 14:43:24:815
2.0495,-6.4861,2.8683,-3.5769,-9.1144,0.5514,9.6644,5.3898,-0.4452,-0.4406,0.7517,-0.1511,0.0,6.12,48.3,1.44,347.31,64.72,62.92,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2242,2020-12-05 14:43:24:915
2.186,-10.4965,-1.8244,-2.6507,-9.437,-0.2959,3.6188,-4.5654,0.0561,-3.1577,-2.8426,-2.0906,0.0,3.12,47.34,13.32,304.11,74.22,96.37,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2342,2020-12-05 14:43:25:015
-0.2562,-14.7846,-0.5411,-1.4871,-9.5038,-1.9068,-1.1485,-3.9607,1.1364,-1.6226,-0.0045,-0.7406,0.0,-1.08,44.22,24.42,259.02,76.84,129.24,0.0,995.68,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2441,2020-12-05 14:43:25:114
1.5084,-11.3106,-2.3009,-1.4619,-9.6091,-1.3034,1.2322,-3.2882,-1.6376,1.4311,-1.2653,1.0731,0.0,-3.66,43.2,27.12,225.68,78.91,155.93,0.0,995.67,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2542,2020-12-05 14:43:25:215
-1.1564,-2.6409,-1.688,-2.1006,-9.3763,-1.9601,0.2353,7.286,0.8773,-1.1364,0.3651,-0.8964,0.0,2.1,42.72,26.76,250.76,72.96,133.02,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2642,2020-12-05 14:43:25:315
-1.1109,-7.8221,-0.7518,-1.4214,-9.4556,-2.1774,0.1048,0.2251,1.7317,1.1153,2.0284,0.2081,0.0,-0.3,41.76,28.26,235.79,73.87,143.96,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2741,2020-12-05 14:43:25:414
-2.2889,-10.3912,2.2434,-2.0002,-9.4162,-1.872,-0.878,-3.2839,1.1691,-0.9775,0.2783,0.5935,0.0,-0.54,43.8,24.72,258.42,75.47,130.73,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2842,2020-12-05 14:43:25:515
-1.6497,-9.6944,-2.0423,-1.9712,-9.5029,-1.4071,0.5642,0.6382,-0.8951,0.2143,0.4341,-0.0131,0.0,0.0,43.5,25.14,256.03,73.4,133.07,0.0,995.76,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 0,2941,2020-12-05 14:43:25:614
-1.269,-9.8165,1.5036,-1.817,-9.5359,-1.3909,0.1638,-0.6361,2.7236,0.1257,0.2184,-0.1267,0.0,-0.18,43.92,25.2,257.2,76.51,127.43,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3042,2020-12-05 14:43:25:715
-1.0655,-9.1533,0.2969,-1.7228,-9.6098,-0.9238,0.6574,0.4565,1.2207,0.1226,0.2826,0.0389,0.0,-1.44,44.34,24.84,259.71,77.37,125.63,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3142,2020-12-05 14:43:25:815
-1.755,-9.6753,0.9481,-1.5433,-9.6579,-0.7163,-0.1734,0.0042,1.3843,-0.0502,0.2032,-0.2269,0.0,-1.8,44.28,25.8,267.76,79.49,114.9,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3241,2020-12-05 14:43:25:914
-2.7798,-10.2906,-0.4405,-1.3768,-9.6892,-0.6282,-1.403,-0.6014,0.1877,-0.36,0.1745,-0.1939,0.0,-2.46,44.64,24.84,269.93,80.9,113.17,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3341,2020-12-05 14:43:26:014
-4.1876,-9.285,-1.1708,-1.4645,-9.6376,-1.0683,-2.2623,0.0106,0.3951,-0.4626,0.6332,-0.0839,0.0,-4.68,43.38,27.9,261.45,80.06,123.98,0.0,995.71,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3441,2020-12-05 14:43:26:114
-1.403,-12.0025,-2.6481,-1.7634,-9.561,-1.2836,0.5748,-1.6687,-1.5004,-0.0918,0.5825,0.3473,0.0,-4.68,42.96,29.22,260.11,78.55,126.8,0.0,995.72,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3542,2020-12-05 14:43:26:215
0.7446,-9.4741,-4.032,-1.9034,-9.4752,-1.6636,2.5539,0.1901,-2.3841,-0.3202,0.0816,0.2319,0.0,-5.04,43.14,29.4,261.58,75.06,131.15,0.0,995.73,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3642,2020-12-05 14:43:26:315
-0.261,-8.4566,-3.4717,-1.68,-9.3682,-2.363,1.4916,0.9521,-0.8827,-0.0814,0.2307,0.1305,0.0,-4.32,42.3,31.44,250.37,73.6,139.5,0.0,995.76,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3741,2020-12-05 14:43:26:414
-1.1971,-8.6481,-4.0248,-1.5484,-9.3117,-2.658,0.226,0.7169,-1.4344,0.078,0.3889,0.1024,0.0,-4.56,42.36,32.46,242.72,72.48,146.73,0.0,995.77,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3842,2020-12-05 14:43:26:515
-1.7095,-8.1022,-3.1485,-1.4552,-9.286,-2.7969,-0.4674,1.0425,-0.5743,0.18,0.5599,0.1739,0.0,-5.52,43.2,31.2,243.96,71.25,152.51,0.0,995.76,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,3941,2020-12-05 14:43:26:614
-1.4102,-8.3584,-3.091,-1.5672,-9.3246,-2.601,0.157,0.9662,-0.49,0.4708,0.6106,0.2863,0.0,-6.06,43.2,28.74,248.01,71.52,151.27,0.0,995.75,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4041,2020-12-05 14:43:26:714
-1.8101,-9.7662,-3.3352,-1.6987,-9.3455,-2.4384,-0.1113,-0.4207,-0.8969,0.4189,0.7823,0.2795,0.0,-5.76,45.42,25.5,259.36,72.37,145.86,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4142,2020-12-05 14:43:26:815
-2.186,-8.6912,-0.826,-1.5061,-9.4021,-2.3455,-0.6799,0.7109,1.5195,0.2338,1.1567,-0.1792,0.0,-7.08,46.02,23.88,263.97,73.0,145.73,0.0,995.73,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4241,2020-12-05 14:43:26:914
-0.5459,-10.8317,0.2299,-1.1071,-9.6371,-1.4386,0.5612,-1.1946,1.6685,0.5832,0.3046,-0.1377,0.0,-10.2,46.26,19.98,268.0,77.53,145.66,0.0,995.71,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4341,2020-12-05 14:43:27:014
-1.1708,-9.7686,1.0798,-1.0897,-9.6948,-0.9965,-0.0811,-0.0738,2.0763,0.0139,0.0511,0.0749,0.0,-10.8,46.74,18.0,272.94,80.57,139.66,0.0,995.71,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4442,2020-12-05 14:43:27:115
-0.9912,-9.6465,1.2235,-1.1774,-9.7144,-0.6434,0.0066,0.1684,2.0392,0.1012,-0.0057,0.0529,0.0,-9.9,46.74,18.66,281.01,81.89,124.47,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4542,2020-12-05 14:43:27:215
-1.5611,-10.3026,0.7949,-1.2054,-9.7322,0.0233,-0.3557,-0.5703,0.7716,-0.1339,-0.0167,-0.0118,0.0,-10.56,47.52,18.12,302.23,82.88,100.55,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4642,2020-12-05 14:43:27:315
-2.8013,-9.1294,0.4382,-1.4127,-9.7013,-0.2422,-1.2019,0.2392,0.7761,-0.6477,0.18,0.1494,0.0,-10.2,46.32,18.6,308.14,82.08,92.87,0.0,995.71,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4741,2020-12-05 14:43:27:414
-2.9617,-10.9442,-2.0902,-1.6341,-9.6495,-0.6221,-1.3276,-1.2947,-1.4681,-0.272,0.555,-0.0088,0.0,-11.28,46.26,21.48,297.51,81.06,105.86,0.0,995.71,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4841,2020-12-05 14:43:27:514
-1.5754,-10.3074,-2.4661,-1.991,-9.5768,-0.7011,0.4155,-0.7306,-1.765,-0.0557,-0.167,0.3602,0.0,-10.32,46.02,22.38,296.45,77.57,109.4,0.0,995.72,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,4942,2020-12-05 14:43:27:615
2.8109,-9.0719,-3.0,-1.968,-9.565,-0.899,4.7788,0.4931,-2.101,-0.0845,-0.7284,0.1152,0.0,-9.9,48.12,22.32,297.67,77.0,109.97,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5041,2020-12-05 14:43:27:714
-2.2841,-8.5811,-2.2961,-1.5553,-9.599,-1.2693,-0.7289,1.0179,-1.0268,0.1452,-0.547,0.0224,0.0,-7.56,48.36,23.1,274.6,78.54,127.95,0.0,995.75,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5141,2020-12-05 14:43:27:814
-0.8452,-9.8333,-2.8803,-1.6262,-9.5926,-1.2279,0.781,-0.2407,-1.6524,0.3346,-0.3582,-0.018,0.0,-6.6,48.12,21.96,272.99,78.03,128.67,0.0,995.75,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5241,2020-12-05 14:43:27:914
-0.6848,-8.7032,-2.1764,-1.5755,-9.5933,-1.2867,0.8907,0.8901,-0.8897,0.1232,-0.4566,-0.057,0.0,-5.7,48.66,21.9,273.01,78.03,129.24,0.0,995.77,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5342,2020-12-05 14:43:28:015
-1.6592,-9.2994,-2.6409,-1.5056,-9.603,-1.2984,-0.1537,0.3036,-1.3425,-0.0612,-0.3839,0.0016,0.0,-6.18,48.78,21.6,269.46,78.48,129.61,0.0,995.78,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5442,2020-12-05 14:43:28:115
-0.7494,-9.3377,-3.1413,-1.5605,-9.572,-1.4534,0.8111,0.2343,-1.6879,-0.1345,-0.4413,0.0199,0.0,-5.16,48.66,21.36,270.78,77.44,132.96,0.0,995.76,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5542,2020-12-05 14:43:28:215
-3.1078,-10.9107,-3.0359,-1.5456,-9.5229,-1.7597,-1.5622,-1.3878,-1.2763,-0.6422,-0.9489,-0.0668,0.0,-4.74,48.54,22.8,265.23,76.85,136.15,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5641,2020-12-05 14:43:28:314
-1.5395,-9.3018,1.3576,-1.7621,-9.4415,-1.9808,0.2226,0.1397,3.3384,-0.4223,-1.528,-0.0204,0.0,-2.94,46.68,26.52,256.68,74.63,142.59,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5741,2020-12-05 14:43:28:414
-2.8037,-9.8093,1.6329,-2.0878,-9.4428,-1.626,-0.7159,-0.3665,3.2589,-0.4498,-0.8634,0.1317,0.0,-1.14,45.18,28.2,255.96,75.08,131.03,0.0,995.71,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5842,2020-12-05 14:43:28:515
-2.0615,-9.285,0.1796,-2.2332,-9.4522,-1.3562,0.1746,0.1691,1.5171,-0.3557,-0.6502,-0.0754,0.0,1.2,44.58,28.98,256.59,74.09,124.92,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,5942,2020-12-05 14:43:28:615
-2.0303,-9.2156,0.1101,-2.1506,-9.4944,-1.1836,0.1275,0.2788,1.8109,-0.2262,-0.6667,-0.1908,0.0,1.5,44.52,30.42,261.4,74.66,120.41,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6042,2020-12-05 14:43:28:715
-1.7335,-9.1605,0.7566,-2.0242,-9.5469,-0.9641,0.4033,0.2715,1.5746,-0.2372,-0.6148,-0.1566,0.0,4.02,42.3,31.74,254.58,76.44,116.3,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6141,2020-12-05 14:43:28:814
-1.7742,-9.7878,0.4693,-1.8791,-9.5815,-0.9131,0.105,-0.2063,1.3824,-0.3783,-0.5121,-0.1804,0.0,4.98,42.36,33.24,254.92,77.21,114.88,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6242,2020-12-05 14:43:28:915
-2.3368,-9.8979,-1.9801,-1.7174,-9.5965,-1.062,-1.0615,0.4136,0.0125,-0.4339,-0.2922,-0.371,0.0,5.7,41.4,35.52,241.23,78.12,121.73,0.0,995.69,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6342,2020-12-05 14:43:29:015
-3.6465,-9.5556,-3.9841,-1.6674,-9.6088,-1.0295,-1.969,0.0592,-3.029,0.2491,-1.057,-0.0931,0.0,6.0,41.16,36.42,238.69,78.43,123.63,0.0,995.7,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6442,2020-12-05 14:43:29:115
-1.087,-9.5699,-4.8771,-1.7675,-9.5884,-1.0526,0.6805,0.0185,-3.8246,-0.1956,-1.046,-0.1829,0.0,10.44,42.24,33.3,239.99,78.72,117.51,0.0,995.71,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6542,2020-12-05 14:43:29:215
-2.9928,-8.8133,-3.613,-1.7891,-9.5068,-1.6095,-1.2037,0.6935,-2.0035,0.0628,-0.5018,-0.1322,0.0,12.66,42.36,32.88,217.38,76.51,131.64,0.0,995.76,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6642,2020-12-05 14:43:29:315
-1.7574,-9.4023,-3.4286,-1.9034,-9.4304,-1.9012,0.3276,0.0739,-1.328,-0.1034,-0.3271,-0.1578,0.0,11.88,41.58,32.88,219.45,74.59,133.41,0.0,995.75,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6742,2020-12-05 14:43:29:415
-1.4485,-8.4135,-3.1102,-1.8592,-9.3803,-2.1733,0.4212,1.0363,-0.9359,-0.0557,-0.3008,-0.1169,0.0,13.56,42.66,32.52,212.77,73.63,137.01,0.0,995.75,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6842,2020-12-05 14:43:29:515
-0.917,-7.7239,-2.7582,-1.79,-9.3734,-2.2595,0.5867,1.5676,-0.7094,0.1526,-0.225,-0.0625,0.0,13.02,41.7,32.28,206.85,72.8,141.52,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,6942,2020-12-05 14:43:29:615
-4.1182,-11.5045,-4.5012,-1.5623,-9.4574,-2.0704,-1.9322,-1.82,-2.3614,0.133,0.3486,-0.3735,0.0,13.74,41.46,30.78,204.05,73.31,141.37,0.0,995.73,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7042,2020-12-05 14:43:29:715
-3.7255,-10.609,1.1014,-1.3996,-9.4389,-2.2623,-1.4189,0.2784,3.743,0.1849,0.3425,-0.2886,0.0,11.82,42.66,31.08,198.98,74.6,145.27,0.0,995.72,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7142,2020-12-05 14:43:29:815
-2.7486,-11.0711,0.8548,-1.6949,-9.5098,-1.6913,-1.3275,-0.8652,1.614,0.2729,0.0346,0.2349,0.0,10.32,42.48,31.62,220.07,75.87,134.94,0.0,995.73,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7241,2020-12-05 14:43:29:914
-1.3983,-9.2587,0.2083,-2.1008,-9.494,-1.2731,0.8788,0.0775,1.655,-0.0557,0.2417,0.1891,0.0,11.4,42.18,30.72,227.88,75.92,126.81,0.0,995.73,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7341,2020-12-05 14:43:30:014
-1.0966,-9.716,0.7159,-2.1393,-9.5045,-1.1212,0.9143,-0.2301,1.7465,-0.1523,0.26,0.0615,0.0,11.46,41.64,30.66,239.18,75.65,118.24,0.0,995.73,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7442,2020-12-05 14:43:30:115
-1.8747,-9.3257,0.4214,-1.9872,-9.5567,-0.9432,0.048,0.3572,1.3421,-0.0979,0.252,-0.0265,0.0,11.04,40.56,31.74,239.88,76.41,116.43,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7542,2020-12-05 14:43:30:215
-1.8436,-10.032,0.3089,-1.8871,-9.5862,-0.8447,0.0736,-0.1725,1.4643,0.0041,0.5343,-0.0662,0.0,10.08,40.62,33.18,242.38,77.55,114.7,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7641,2020-12-05 14:43:30:314
-4.1948,-7.925,0.2083,-1.8306,-9.586,-0.9634,-2.3641,1.6609,1.1717,-0.1987,0.7884,-0.0021,0.0,7.5,40.38,33.36,246.3,78.04,114.37,0.0,995.73,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7741,2020-12-05 14:43:30:414
-1.8292,-13.4846,-3.8213,-2.2369,-9.5248,-0.6669,1.0852,-4.3692,-3.9349,0.6932,0.9387,0.4665,0.0,4.5,41.34,34.68,253.31,76.92,113.9,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7842,2020-12-05 14:43:30:515
-1.3097,-11.0424,-3.1676,-2.4726,-9.4501,-0.8675,1.4167,-1.0201,-2.6042,-0.2579,0.4646,0.169,0.0,3.3,43.56,32.7,269.59,75.63,105.12,0.0,995.74,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,7942,2020-12-05 14:43:30:615
-0.4429,-7.8867,-2.2219,-2.4618,-9.3624,-1.567,1.7938,1.4948,-0.674,-0.2103,0.8311,0.2508,0.0,3.0,41.76,34.26,254.81,72.69,122.48,0.0,995.77,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,8041,2020-12-05 14:43:30:714
-1.4318,-8.5571,-3.5818,-2.2516,-9.3458,-1.938,0.9084,0.6378,-1.8114,0.0585,0.599,0.18,0.0,1.5,42.24,34.08,250.96,72.35,128.19,0.0,995.78,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,8141,2020-12-05 14:43:30:814
-1.6544,-8.6936,-3.3496,-2.0903,-9.3277,-2.1897,0.467,0.5168,-1.4232,0.3053,0.6607,0.2154,0.0,1.44,42.66,33.06,246.02,72.05,135.79,0.0,995.79,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,8241,2020-12-05 14:43:30:914
-1.8316,-8.6601,-3.2849,-2.0258,-9.2975,-2.3711,0.1702,0.5848,-1.0479,0.1721,0.7603,0.1464,0.0,-0.3,43.8,31.74,247.92,71.93,136.89,0.0,995.78,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,8343,2020-12-05 14:43:31:016
-2.1261,-7.9729,-2.7702,-2.0321,-9.2709,-2.4679,-0.1922,1.3363,-0.3549,0.2124,0.8751,0.3761,0.0,-1.8,45.12,31.26,252.37,70.97,140.53,0.0,995.76,0.0,55.701344,13.16936,239.35,NaN,,,50.94516,,0 / 1,8442,2020-12-05 14:43:31:115
